Standort;Messzeitpunkt;Stunde;Wochentag;Wochentag ID;Kalenderwoche;Quartal;Lokale Zeitzone;Zeitintervall;Passantenaufkommen pro Standort;Richtung;Passantentyp;Passantenanzahl;ID;Kommune
Westenhellweg (Ost);2026-01-01T11:00:00+00:00;12;Donnerstag;4;1;1;Europe/Berlin;hour;124;Richtung - Ostenhellweg;Erwachsene;71;246;Dortmund
Westenhellweg (Ost);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;189;Richtung - Hansastraße;Erwachsene;88;246;Dortmund
Westenhellweg (Ost);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;189;Richtung - Hansastraße;Kinder;3;246;Dortmund
Westenhellweg (Ost);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;189;Richtung - Ostenhellweg;Erwachsene;96;246;Dortmund
Westenhellweg (Mitte);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;271;Richtung - Hansastraße;Erwachsene;121;49;Dortmund
Westenhellweg (Mitte);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;271;Richtung - Petrikirche;Erwachsene;150;49;Dortmund
Westenhellweg (West);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;206;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;206;Richtung - Ostenhellweg;Erwachsene;99;575;Dortmund
Westenhellweg (West);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;206;Richtung - Westentor;Erwachsene;107;575;Dortmund
Westenhellweg (West);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;206;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;271;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;271;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-01T12:00:00+00:00;13;Donnerstag;4;1;1;Europe/Berlin;hour;189;Richtung - Ostenhellweg;Kinder;2;246;Dortmund
Westenhellweg (West);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;212;Richtung - Ostenhellweg;Erwachsene;102;575;Dortmund
Westenhellweg (West);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;212;Richtung - Ostenhellweg;Kinder;1;575;Dortmund
Westenhellweg (West);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;212;Richtung - Westentor;Kinder;1;575;Dortmund
Westenhellweg (Ost);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;230;Richtung - Hansastraße;Erwachsene;92;246;Dortmund
Westenhellweg (Ost);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;230;Richtung - Ostenhellweg;Erwachsene;126;246;Dortmund
Westenhellweg (Ost);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;230;Richtung - Hansastraße;Kinder;5;246;Dortmund
Westenhellweg (Mitte);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;314;Richtung - Hansastraße;Erwachsene;166;49;Dortmund
Westenhellweg (Mitte);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;314;Richtung - Hansastraße;Kinder;4;49;Dortmund
Westenhellweg (Mitte);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;314;Richtung - Petrikirche;Erwachsene;142;49;Dortmund
Westenhellweg (West);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;212;Richtung - Westentor;Erwachsene;108;575;Dortmund
Westenhellweg (Mitte);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;314;Richtung - Petrikirche;Kinder;2;49;Dortmund
Westenhellweg (Ost);2026-01-01T13:00:00+00:00;14;Donnerstag;4;1;1;Europe/Berlin;hour;230;Richtung - Ostenhellweg;Kinder;7;246;Dortmund
Westenhellweg (Mitte);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;383;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (Ost);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;289;Richtung - Ostenhellweg;Kinder;8;246;Dortmund
Westenhellweg (Ost);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;289;Richtung - Hansastraße;Erwachsene;121;246;Dortmund
Westenhellweg (Ost);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;289;Richtung - Hansastraße;Kinder;6;246;Dortmund
Westenhellweg (West);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;273;Richtung - Ostenhellweg;Erwachsene;117;575;Dortmund
Westenhellweg (West);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;273;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;273;Richtung - Westentor;Erwachsene;156;575;Dortmund
Westenhellweg (West);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;273;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;383;Richtung - Hansastraße;Erwachsene;205;49;Dortmund
Westenhellweg (Mitte);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;383;Richtung - Hansastraße;Kinder;5;49;Dortmund
Westenhellweg (Mitte);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;383;Richtung - Petrikirche;Erwachsene;172;49;Dortmund
Westenhellweg (Ost);2026-01-01T14:00:00+00:00;15;Donnerstag;4;1;1;Europe/Berlin;hour;289;Richtung - Ostenhellweg;Erwachsene;154;246;Dortmund
Westenhellweg (Mitte);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;547;Richtung - Hansastraße;Erwachsene;310;49;Dortmund
Westenhellweg (Mitte);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;547;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (West);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;339;Richtung - Ostenhellweg;Erwachsene;165;575;Dortmund
Westenhellweg (West);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;339;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;339;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;458;Richtung - Hansastraße;Kinder;7;246;Dortmund
Westenhellweg (West);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;339;Richtung - Westentor;Erwachsene;174;575;Dortmund
Westenhellweg (Mitte);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;547;Richtung - Hansastraße;Kinder;2;49;Dortmund
Westenhellweg (Mitte);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;547;Richtung - Petrikirche;Erwachsene;234;49;Dortmund
Westenhellweg (Ost);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;458;Richtung - Hansastraße;Erwachsene;207;246;Dortmund
Westenhellweg (Ost);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;458;Richtung - Ostenhellweg;Erwachsene;234;246;Dortmund
Westenhellweg (Ost);2026-01-01T15:00:00+00:00;16;Donnerstag;4;1;1;Europe/Berlin;hour;458;Richtung - Ostenhellweg;Kinder;10;246;Dortmund
Westenhellweg (Mitte);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;389;Richtung - Hansastraße;Erwachsene;217;49;Dortmund
Westenhellweg (West);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;333;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;328;Richtung - Ostenhellweg;Erwachsene;187;246;Dortmund
Westenhellweg (Ost);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;328;Richtung - Ostenhellweg;Kinder;6;246;Dortmund
Westenhellweg (Ost);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;328;Richtung - Hansastraße;Erwachsene;131;246;Dortmund
Westenhellweg (Ost);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;328;Richtung - Hansastraße;Kinder;4;246;Dortmund
Westenhellweg (Mitte);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;389;Richtung - Petrikirche;Erwachsene;170;49;Dortmund
Westenhellweg (West);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;333;Richtung - Westentor;Erwachsene;178;575;Dortmund
Westenhellweg (West);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;333;Richtung - Ostenhellweg;Erwachsene;155;575;Dortmund
Westenhellweg (West);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;333;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;389;Richtung - Hansastraße;Kinder;2;49;Dortmund
Westenhellweg (Mitte);2026-01-01T16:00:00+00:00;17;Donnerstag;4;1;1;Europe/Berlin;hour;389;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;481;Richtung - Petrikirche;Erwachsene;190;49;Dortmund
Westenhellweg (Mitte);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;481;Richtung - Petrikirche;Kinder;3;49;Dortmund
Westenhellweg (West);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;292;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;292;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;370;Richtung - Hansastraße;Erwachsene;167;246;Dortmund
Westenhellweg (Ost);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;370;Richtung - Hansastraße;Kinder;2;246;Dortmund
Westenhellweg (Ost);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;370;Richtung - Ostenhellweg;Erwachsene;194;246;Dortmund
Westenhellweg (Mitte);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;481;Richtung - Hansastraße;Erwachsene;283;49;Dortmund
Westenhellweg (Mitte);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;481;Richtung - Hansastraße;Kinder;5;49;Dortmund
Westenhellweg (West);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;292;Richtung - Ostenhellweg;Erwachsene;148;575;Dortmund
Westenhellweg (West);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;292;Richtung - Westentor;Erwachsene;144;575;Dortmund
Westenhellweg (Ost);2026-01-01T17:00:00+00:00;18;Donnerstag;4;1;1;Europe/Berlin;hour;370;Richtung - Ostenhellweg;Kinder;7;246;Dortmund
Westenhellweg (Mitte);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;353;Richtung - Petrikirche;Erwachsene;168;49;Dortmund
Westenhellweg (Ost);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;313;Richtung - Hansastraße;Erwachsene;138;246;Dortmund
Westenhellweg (Ost);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;313;Richtung - Hansastraße;Kinder;3;246;Dortmund
Westenhellweg (Ost);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;313;Richtung - Ostenhellweg;Erwachsene;168;246;Dortmund
Westenhellweg (Ost);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;313;Richtung - Ostenhellweg;Kinder;4;246;Dortmund
Westenhellweg (Mitte);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;353;Richtung - Hansastraße;Kinder;1;49;Dortmund
Westenhellweg (Mitte);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;353;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;234;Richtung - Ostenhellweg;Erwachsene;89;575;Dortmund
Westenhellweg (West);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;234;Richtung - Westentor;Kinder;1;575;Dortmund
Westenhellweg (West);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;234;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;234;Richtung - Westentor;Erwachsene;144;575;Dortmund
Westenhellweg (Mitte);2026-01-01T18:00:00+00:00;19;Donnerstag;4;1;1;Europe/Berlin;hour;353;Richtung - Hansastraße;Erwachsene;184;49;Dortmund
Westenhellweg (Mitte);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;206;Richtung - Petrikirche;Kinder;3;49;Dortmund
Westenhellweg (West);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;123;Richtung - Ostenhellweg;Erwachsene;58;575;Dortmund
Westenhellweg (West);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;123;Richtung - Westentor;Erwachsene;65;575;Dortmund
Westenhellweg (West);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;123;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;197;Richtung - Hansastraße;Erwachsene;89;246;Dortmund
Westenhellweg (Mitte);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;206;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;206;Richtung - Petrikirche;Erwachsene;87;49;Dortmund
Westenhellweg (West);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;123;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;206;Richtung - Hansastraße;Erwachsene;116;49;Dortmund
Westenhellweg (Ost);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;197;Richtung - Hansastraße;Kinder;3;246;Dortmund
Westenhellweg (Ost);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;197;Richtung - Ostenhellweg;Erwachsene;104;246;Dortmund
Westenhellweg (Ost);2026-01-01T19:00:00+00:00;20;Donnerstag;4;1;1;Europe/Berlin;hour;197;Richtung - Ostenhellweg;Kinder;1;246;Dortmund
Westenhellweg (Mitte);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;157;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;122;Richtung - Hansastraße;Erwachsene;61;246;Dortmund
Westenhellweg (Ost);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;122;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;122;Richtung - Ostenhellweg;Kinder;1;246;Dortmund
Westenhellweg (Mitte);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;157;Richtung - Hansastraße;Erwachsene;67;49;Dortmund
Westenhellweg (Mitte);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;157;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;147;Richtung - Ostenhellweg;Erwachsene;75;575;Dortmund
Westenhellweg (West);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;147;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;147;Richtung - Westentor;Erwachsene;72;575;Dortmund
Westenhellweg (West);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;147;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;157;Richtung - Petrikirche;Erwachsene;90;49;Dortmund
Westenhellweg (Ost);2026-01-01T20:00:00+00:00;21;Donnerstag;4;1;1;Europe/Berlin;hour;122;Richtung - Ostenhellweg;Erwachsene;60;246;Dortmund
Westenhellweg (Mitte);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;67;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (West);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;80;Richtung - Ostenhellweg;Erwachsene;36;575;Dortmund
Westenhellweg (Ost);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;51;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;51;Richtung - Ostenhellweg;Erwachsene;23;246;Dortmund
Westenhellweg (Ost);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;51;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;80;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;80;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;80;Richtung - Westentor;Erwachsene;44;575;Dortmund
Westenhellweg (Mitte);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;67;Richtung - Hansastraße;Erwachsene;28;49;Dortmund
Westenhellweg (Mitte);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;67;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;67;Richtung - Petrikirche;Erwachsene;38;49;Dortmund
Westenhellweg (Ost);2026-01-01T21:00:00+00:00;22;Donnerstag;4;1;1;Europe/Berlin;hour;51;Richtung - Hansastraße;Erwachsene;28;246;Dortmund
Westenhellweg (Mitte);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;41;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;47;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;27;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;27;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Mitte);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;41;Richtung - Hansastraße;Erwachsene;18;49;Dortmund
Westenhellweg (West);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;47;Richtung - Westentor;Erwachsene;24;575;Dortmund
Westenhellweg (West);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;47;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;47;Richtung - Ostenhellweg;Erwachsene;23;575;Dortmund
Westenhellweg (Mitte);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;41;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;41;Richtung - Petrikirche;Erwachsene;23;49;Dortmund
Westenhellweg (Ost);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;27;Richtung - Hansastraße;Erwachsene;12;246;Dortmund
Westenhellweg (Ost);2026-01-01T22:00:00+00:00;23;Donnerstag;4;1;1;Europe/Berlin;hour;27;Richtung - Ostenhellweg;Erwachsene;15;246;Dortmund
Westenhellweg (Mitte);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;11;Richtung - Hansastraße;Erwachsene;5;49;Dortmund
Westenhellweg (Mitte);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;11;Richtung - Petrikirche;Erwachsene;6;49;Dortmund
Westenhellweg (West);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;15;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;15;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;7;Richtung - Ostenhellweg;Erwachsene;5;246;Dortmund
Westenhellweg (Ost);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;7;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;7;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Mitte);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;11;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;15;Richtung - Westentor;Erwachsene;8;575;Dortmund
Westenhellweg (West);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;15;Richtung - Ostenhellweg;Erwachsene;7;575;Dortmund
Westenhellweg (Mitte);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;11;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-01T23:00:00+00:00;0;Freitag;5;1;1;Europe/Berlin;hour;7;Richtung - Hansastraße;Erwachsene;2;246;Dortmund
Westenhellweg (Mitte);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;9;Richtung - Hansastraße;Erwachsene;5;49;Dortmund
Westenhellweg (Mitte);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;9;Richtung - Petrikirche;Erwachsene;4;49;Dortmund
Westenhellweg (Mitte);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;9;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;17;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;17;Richtung - Hansastraße;Erwachsene;6;246;Dortmund
Westenhellweg (Ost);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;17;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (West);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;11;Richtung - Ostenhellweg;Erwachsene;6;575;Dortmund
Westenhellweg (West);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;11;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;11;Richtung - Westentor;Erwachsene;5;575;Dortmund
Westenhellweg (West);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;11;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;9;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-02T00:00:00+00:00;1;Freitag;5;1;1;Europe/Berlin;hour;17;Richtung - Ostenhellweg;Erwachsene;11;246;Dortmund
Westenhellweg (Mitte);2026-01-02T01:00:00+00:00;2;Freitag;5;1;1;Europe/Berlin;hour;12;Richtung - Hansastraße;Erwachsene;5;49;Dortmund
Westenhellweg (Mitte);2026-01-02T01:00:00+00:00;2;Freitag;5;1;1;Europe/Berlin;hour;12;Richtung - Petrikirche;Erwachsene;7;49;Dortmund
Westenhellweg (West);2026-01-02T01:00:00+00:00;2;Freitag;5;1;1;Europe/Berlin;hour;13;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-02T01:00:00+00:00;2;Freitag;5;1;1;Europe/Berlin;hour;13;Richtung - Westentor;Erwachsene;6;575;Dortmund
Westenhellweg (West);2026-01-02T01:00:00+00:00;2;Freitag;5;1;1;Europe/Berlin;hour;13;Richtung - Westentor;Kinder;0;575;Dortmund
