Zeit;Mannesmann Ufer Stadteinwaerts (Ri. Sueden);Mannesmann Ufer Stadtauswaerts (Ri. Norden);Symbol Wetter;Temperatur ( °C);Regen (mm)
20-01-2025 08:00:00;121;159;Leicht bewoelkt;0;0
20-01-2025 09:00:00;44;78;Sonnig;0;0
20-01-2025 10:00:00;26;42;Sonnig;1;0
20-01-2025 11:00:00;17;36;Leicht bewoelkt;1;0
20-01-2025 12:00:00;29;80;Stellenweiser Regenfall;2;0
20-01-2025 13:00:00;32;54;Sonnig;2;0
20-01-2025 14:00:00;34;72;Leicht bewoelkt;3;0
20-01-2025 15:00:00;23;79;Sonnig;3;0
20-01-2025 16:00:00;58;95;Leicht bewoelkt;2;0
20-01-2025 17:00:00;73;127;Bedeckt;2;0
20-01-2025 18:00:00;57;116;Bedeckt;2;0
20-01-2025 19:00:00;28;57;Bedeckt;2;0
20-01-2025 20:00:00;17;44;Bedeckt;1;0
20-01-2025 21:00:00;4;29;Bedeckt;1;0
20-01-2025 22:00:00;7;22;Bedeckt;1;0
20-01-2025 23:00:00;1;5;Leicht bewoelkt;0;0
21-01-2025 00:00:00;2;5;Sonnig;0;0
21-01-2025 01:00:00;0;0;Sonnig;0;0
21-01-2025 02:00:00;2;0;Sonnig;0;0
21-01-2025 03:00:00;0;0;Sonnig;0;0
21-01-2025 04:00:00;1;3;Sonnig;0;0
21-01-2025 05:00:00;1;8;Leicht bewoelkt;0;0
21-01-2025 06:00:00;19;52;Leicht bewoelkt;0;0
21-01-2025 07:00:00;68;107;Sonnig;0;0
21-01-2025 08:00:00;119;169;Sonnig;0;0
21-01-2025 09:00:00;47;83;Sonnig;1;0
21-01-2025 10:00:00;24;46;Sonnig;1;0
21-01-2025 11:00:00;33;53;Sonnig;2;0
21-01-2025 12:00:00;45;88;Sonnig;3;0
21-01-2025 13:00:00;52;103;Sonnig;4;0
21-01-2025 14:00:00;59;101;Sonnig;4;0
21-01-2025 15:00:00;61;94;Sonnig;4;0
21-01-2025 16:00:00;93;125;Sonnig;3;0
21-01-2025 17:00:00;85;143;Sonnig;3;0
21-01-2025 18:00:00;83;124;Sonnig;3;0
21-01-2025 19:00:00;35;79;Sonnig;2;0
21-01-2025 20:00:00;19;49;Sonnig;2;0
21-01-2025 21:00:00;12;41;Sonnig;2;0
21-01-2025 22:00:00;5;30;Sonnig;2;0
21-01-2025 23:00:00;4;21;Sonnig;1;0
22-01-2025 00:00:00;2;4;Sonnig;1;0
22-01-2025 01:00:00;6;3;Sonnig;1;0
22-01-2025 02:00:00;0;1;Sonnig;1;0
22-01-2025 03:00:00;0;1;Sonnig;1;0
22-01-2025 04:00:00;0;2;Sonnig;1;0
22-01-2025 05:00:00;3;8;Sonnig;2;0
22-01-2025 06:00:00;15;34;Sonnig;2;0
22-01-2025 07:00:00;71;110;Leicht bewoelkt;2;0
22-01-2025 08:00:00;119;162;Bedeckt;2;0
22-01-2025 09:00:00;58;82;Bedeckt;3;0
22-01-2025 10:00:00;32;60;Bedeckt;4;0
22-01-2025 11:00:00;25;42;Leicht bewoelkt;5;0
22-01-2025 12:00:00;29;60;Bedeckt;6;0
22-01-2025 13:00:00;38;66;Bewoelkt;6;0
22-01-2025 14:00:00;38;79;Stellenweiser Regenfall;6;0
22-01-2025 15:00:00;29;70;Stellenweiser Regenfall;6;0
22-01-2025 16:00:00;56;91;Bedeckt;6;0
22-01-2025 17:00:00;90;106;Bedeckt;6;0
22-01-2025 18:00:00;75;94;Bedeckt;6;0
22-01-2025 19:00:00;49;74;Bedeckt;6;0
22-01-2025 20:00:00;16;32;Bewoelkt;6;0
22-01-2025 21:00:00;7;38;Nieselregen;6;0,3
22-01-2025 22:00:00;4;28;Nieselregen;5;0,3
22-01-2025 23:00:00;1;8;Leichter Regenfall;5;1,7
23-01-2025 00:00:00;3;7;Maeßiger Regenfall;5;2,9
23-01-2025 01:00:00;0;0;Leichter Regenfall;5;1,9
23-01-2025 02:00:00;0;2;Leichter Regenfall;5;0,9
23-01-2025 03:00:00;0;1;Nieselregen;5;0,4
23-01-2025 04:00:00;2;3;Stellenweiser Regenfall;4;0,1
23-01-2025 05:00:00;2;10;Stellenweiser Regenfall;5;0
23-01-2025 06:00:00;19;26;Stellenweiser Regenfall;5;0
23-01-2025 07:00:00;82;105;Stellenweiser Regenfall;4;0,1
23-01-2025 08:00:00;119;131;Stellenweiser Regenfall;4;0
23-01-2025 09:00:00;40;83;Stellenweiser Regenfall;4;0
23-01-2025 10:00:00;25;49;Bedeckt;4;0
23-01-2025 11:00:00;23;42;Bewoelkt;5;0
23-01-2025 12:00:00;34;63;Bewoelkt;6;0
23-01-2025 13:00:00;32;65;Bewoelkt;6;0
23-01-2025 14:00:00;47;101;Sonnig;7;0
23-01-2025 15:00:00;40;109;Leicht bewoelkt;7;0
23-01-2025 16:00:00;62;95;Leicht bewoelkt;6;0
23-01-2025 17:00:00;82;137;Bedeckt;6;0
23-01-2025 18:00:00;73;136;Bedeckt;6;0
23-01-2025 19:00:00;37;76;Stellenweiser Regenfall;5;0
23-01-2025 20:00:00;14;41;Leichter Regenfall;5;2,4
23-01-2025 21:00:00;6;44;Nieselregen;5;0,2
23-01-2025 22:00:00;6;27;Stellenweiser Regenfall;6;0
23-01-2025 23:00:00;3;16;Leicht bewoelkt;6;0
24-01-2025 00:00:00;1;11;Stellenweiser Regenfall;6;0
24-01-2025 01:00:00;4;0;Stellenweiser Regenfall;6;0
24-01-2025 02:00:00;0;2;Stellenweiser Regenfall;6;0
24-01-2025 03:00:00;1;1;Bedeckt;6;0
24-01-2025 04:00:00;0;3;Leicht bewoelkt;5;0
24-01-2025 05:00:00;0;7;Leicht bewoelkt;5;0
24-01-2025 06:00:00;11;30;Bedeckt;5;0
24-01-2025 07:00:00;62;57;Bedeckt;6;0
24-01-2025 08:00:00;71;92;Bedeckt;7;0
24-01-2025 09:00:00;36;66;Bewoelkt;7;0
24-01-2025 10:00:00;19;32;Leicht bewoelkt;8;0
24-01-2025 11:00:00;17;38;Stellenweiser Regenfall;8;0
24-01-2025 12:00:00;23;52;Stellenweiser Regenfall;9;0,1
24-01-2025 13:00:00;9;41;Nieselregen;9;0,2
24-01-2025 14:00:00;15;63;Nieselregen;9;0,2
24-01-2025 15:00:00;22;62;Stellenweiser Regenfall;9;0
24-01-2025 16:00:00;24;58;Nieselregen;9;0,3
24-01-2025 17:00:00;23;64;Nieselregen;9;0,2
24-01-2025 18:00:00;15;71;Leichter Regenfall;9;0,9
24-01-2025 19:00:00;11;36;Nieselregen;9;0,4
24-01-2025 20:00:00;13;19;Stellenweiser Regenfall;9;0
24-01-2025 21:00:00;3;23;Stellenweiser Regenfall;9;0,1
24-01-2025 22:00:00;3;18;Nieselregen;8;0,2
24-01-2025 23:00:00;4;6;Nieselregen;8;0,4
25-01-2025 00:00:00;1;5;Leichter Regenfall;7;1
25-01-2025 01:00:00;0;3;Nieselregen;7;0,7
25-01-2025 02:00:00;0;1;Nieselregen;8;0,7
25-01-2025 03:00:00;0;1;Nieselregen;8;0,4
25-01-2025 04:00:00;1;0;Nieselregen;8;0,6
25-01-2025 05:00:00;1;2;Nieselregen;9;0,4
25-01-2025 06:00:00;2;5;Stellenweiser Regenfall;9;0,1
25-01-2025 07:00:00;5;6;Stellenweiser Regenfall;10;0
25-01-2025 08:00:00;6;10;Nieselregen;10;0,2
25-01-2025 09:00:00;14;32;Stellenweiser Regenfall;11;0
25-01-2025 10:00:00;16;32;Bedeckt;11;0
25-01-2025 11:00:00;14;21;Bedeckt;11;0
25-01-2025 12:00:00;22;36;Stellenweiser Regenfall;10;0,1
25-01-2025 13:00:00;18;36;Stellenweiser Regenfall;9;0
25-01-2025 14:00:00;28;59;Stellenweiser Regenfall;8;0
25-01-2025 15:00:00;27;70;Stellenweiser Regenfall;7;0
25-01-2025 16:00:00;15;60;Bedeckt;7;0
25-01-2025 17:00:00;24;62;Bedeckt;7;0
25-01-2025 18:00:00;11;58;Nieselregen;7;0,2
25-01-2025 19:00:00;19;49;Bedeckt;7;0
25-01-2025 20:00:00;10;28;Bedeckt;7;0
25-01-2025 21:00:00;13;21;Stellenweiser Regenfall;6;0,1
25-01-2025 22:00:00;4;22;Stellenweiser Regenfall;6;0,1
25-01-2025 23:00:00;3;17;Bewoelkt;6;0
26-01-2025 00:00:00;2;13;Bedeckt;5;0
26-01-2025 01:00:00;0;2;Bedeckt;5;0
26-01-2025 02:00:00;1;6;Bedeckt;5;0
26-01-2025 03:00:00;0;2;Bedeckt;5;0
26-01-2025 04:00:00;2;4;Bedeckt;5;0
26-01-2025 05:00:00;1;1;Stellenweiser Regenfall;5;0
26-01-2025 06:00:00;6;6;Nieselregen;5;0,6
26-01-2025 07:00:00;1;5;Nieselregen;4;0,5
26-01-2025 08:00:00;2;6;Stellenweiser Regenfall;4;0,1
26-01-2025 09:00:00;1;15;Stellenweiser Regenfall;4;0
26-01-2025 10:00:00;16;24;Stellenweiser Regenfall;4;0
26-01-2025 11:00:00;22;27;Stellenweiser Regenfall;4;0
26-01-2025 12:00:00;27;45;Stellenweiser Regenfall;4;0
26-01-2025 13:00:00;36;68;Stellenweiser Regenfall;5;0
26-01-2025 14:00:00;53;80;Stellenweiser Regenfall;5;0
26-01-2025 15:00:00;34;69;Leicht bewoelkt;5;0
26-01-2025 16:00:00;37;89;Leicht bewoelkt;5;0
26-01-2025 17:00:00;19;74;Sonnig;5;0
26-01-2025 18:00:00;12;40;Bedeckt;5;0
26-01-2025 19:00:00;8;29;Leicht bewoelkt;5;0
26-01-2025 20:00:00;10;13;Stellenweiser Nieselregen;5;0,2
26-01-2025 21:00:00;4;15;Nieselregen;5;0,2
26-01-2025 22:00:00;4;5;Leichter Regenfall;6;0,8
26-01-2025 23:00:00;0;12;Bedeckt;6;0
27-01-2025 00:00:00;1;5;Stellenweiser Regenfall;6;0
27-01-2025 01:00:00;0;1;Bedeckt;7;0
27-01-2025 02:00:00;0;0;Bedeckt;7;0
27-01-2025 03:00:00;3;3;Leichter Regenfall;7;0,8
27-01-2025 04:00:00;3;5;Leichter Regenfall;8;0,8
27-01-2025 05:00:00;1;10;Leichter Regenfall;8;1,1
27-01-2025 06:00:00;21;45;Leichter Regenfall;8;1,4
27-01-2025 07:00:00;62;96;Leichter Regenfall;8;1,3
27-01-2025 08:00:00;124;138;Stellenweiser Regenfall;9;0,1
27-01-2025 09:00:00;43;86;Stellenweiser Regenfall;9;0,1
27-01-2025 10:00:00;28;49;Stellenweiser Regenfall;10;0
27-01-2025 11:00:00;25;58;Leichter Regenschauer;11;0,3
27-01-2025 12:00:00;31;76;Leichter Regenschauer;11;0,4
27-01-2025 13:00:00;41;82;Stellenweiser Regenfall;11;0,1
27-01-2025 14:00:00;45;118;Sonnig;10;0
27-01-2025 15:00:00;47;148;Sonnig;10;0
27-01-2025 16:00:00;78;137;Sonnig;9;0
27-01-2025 17:00:00;84;193;Sonnig;9;0
27-01-2025 18:00:00;61;113;Sonnig;8;0
27-01-2025 19:00:00;31;77;Sonnig;8;0
27-01-2025 20:00:00;16;33;Leicht bewoelkt;8;0
27-01-2025 21:00:00;8;27;Stellenweiser Regenfall;8;0
27-01-2025 22:00:00;4;22;Sonnig;8;0
27-01-2025 23:00:00;5;5;Stellenweiser Regenfall;8;0
28-01-2025 00:00:00;0;2;Stellenweiser Regenfall;7;0
28-01-2025 01:00:00;0;1;Stellenweiser Regenfall;7;0
28-01-2025 02:00:00;0;1;Stellenweiser Regenfall;7;0
28-01-2025 03:00:00;3;1;Stellenweiser Regenfall;7;0,1
28-01-2025 04:00:00;4;4;Leichter Regenschauer;7;0,2
28-01-2025 05:00:00;6;13;Leicht bewoelkt;7;0
28-01-2025 06:00:00;18;46;Sonnig;7;0
28-01-2025 07:00:00;91;117;Leicht bewoelkt;7;0
28-01-2025 08:00:00;140;182;Sonnig;7;0
28-01-2025 09:00:00;46;92;Sonnig;7;0
28-01-2025 10:00:00;37;72;Bedeckt;7;0
28-01-2025 11:00:00;37;53;Leicht bewoelkt;8;0
28-01-2025 12:00:00;46;100;Leicht bewoelkt;8;0
28-01-2025 13:00:00;45;88;Bewoelkt;8;0
28-01-2025 14:00:00;52;92;Bedeckt;8;0
28-01-2025 15:00:00;50;102;Bedeckt;8;0
28-01-2025 16:00:00;58;111;Bedeckt;7;0
28-01-2025 17:00:00;104;149;Bedeckt;7;0
28-01-2025 18:00:00;86;117;Bedeckt;7;0
28-01-2025 19:00:00;44;91;Bedeckt;7;0
28-01-2025 20:00:00;25;65;Bedeckt;7;0
28-01-2025 21:00:00;8;37;Stellenweiser Regenfall;7;0,1
28-01-2025 22:00:00;8;25;Stellenweiser Regenfall;7;0
28-01-2025 23:00:00;3;19;Nieselregen;7;0,2
29-01-2025 00:00:00;0;6;Stellenweiser Regenfall;7;0
29-01-2025 01:00:00;0;1;Stellenweiser Regenfall;7;0,1
29-01-2025 02:00:00;0;3;Nieselregen;7;0,2
29-01-2025 03:00:00;0;3;Nieselregen;7;0,2
29-01-2025 04:00:00;1;7;Leichter Regenschauer;7;0,2
29-01-2025 05:00:00;3;12;Stellenweiser Regenfall;7;0,1
29-01-2025 06:00:00;21;41;Stellenweiser Regenfall;7;0,1
29-01-2025 07:00:00;73;88;Leichter Regenschauer;7;0,3
29-01-2025 08:00:00;125;144;Stellenweiser Regenfall;6;0,1
29-01-2025 09:00:00;57;97;Stellenweiser Regenfall;6;0
29-01-2025 10:00:00;29;54;Stellenweiser Regenfall;6;0,1
29-01-2025 11:00:00;25;57;Stellenweiser Regenfall;7;0
29-01-2025 12:00:00;20;68;Stellenweiser Regenfall;7;0
29-01-2025 13:00:00;33;69;Stellenweiser Regenfall;7;0
29-01-2025 14:00:00;39;92;Stellenweiser Regenfall;8;0,1
29-01-2025 15:00:00;42;99;Stellenweiser Regenfall;8;0,2
29-01-2025 16:00:00;57;122;Stellenweiser Regenfall;7;0
29-01-2025 17:00:00;68;139;Stellenweiser Regenfall;7;0,1
29-01-2025 18:00:00;77;137;Stellenweiser Regenfall;7;0,1
29-01-2025 19:00:00;41;92;Stellenweiser Regenfall;7;0,1
29-01-2025 20:00:00;23;53;Stellenweiser Regenfall;6;0
29-01-2025 21:00:00;10;43;Sonnig;6;0
29-01-2025 22:00:00;7;34;Sonnig;5;0
29-01-2025 23:00:00;3;19;Sonnig;6;0
30-01-2025 00:00:00;1;4;Leichter Regenfall;6;0,9
30-01-2025 01:00:00;3;1;Leichter Regenfall;6;0,8
30-01-2025 02:00:00;0;3;Nieselregen;7;0,2
30-01-2025 03:00:00;0;1;Nieselregen;7;0,2
30-01-2025 04:00:00;2;6;Stellenweiser Regenfall;7;0,1
30-01-2025 05:00:00;2;9;Nieselregen;7;0,4
30-01-2025 06:00:00;18;26;Nieselregen;7;0,2
30-01-2025 07:00:00;52;78;Nieselregen;7;0,3
30-01-2025 08:00:00;85;121;Nieselregen;7;0,7
30-01-2025 09:00:00;44;64;Nieselregen;7;0,3
30-01-2025 10:00:00;23;30;Nieselregen;6;0,6
30-01-2025 11:00:00;20;41;Nieselregen;6;0,4
30-01-2025 12:00:00;19;51;Leichter Regenfall;6;0,8
30-01-2025 13:00:00;13;43;Nieselregen;6;0,4
30-01-2025 14:00:00;15;67;Leichter Regenfall;6;1,6
30-01-2025 15:00:00;22;73;Leichter Regenfall;6;0,9
30-01-2025 16:00:00;56;73;Leichter Regenfall;5;1,4
30-01-2025 17:00:00;62;113;Nieselregen;5;0,2
30-01-2025 18:00:00;38;93;Stellenweiser Regenfall;5;0,1
30-01-2025 19:00:00;37;76;Stellenweiser Regenfall;5;0,1
30-01-2025 20:00:00;12;41;Sonnig;5;0
30-01-2025 21:00:00;4;27;Sonnig;4;0
30-01-2025 22:00:00;3;23;Stellenweiser Regenfall;4;0
30-01-2025 23:00:00;4;18;Stellenweiser Regenfall;3;0
31-01-2025 00:00:00;0;4;Stellenweiser Regenfall;3;0
31-01-2025 01:00:00;1;3;Sonnig;3;0
31-01-2025 02:00:00;2;1;Leicht bewoelkt;2;0
31-01-2025 03:00:00;0;2;Leicht bewoelkt;2;0
31-01-2025 04:00:00;2;4;Stellenweiser Regenfall;2;0
31-01-2025 05:00:00;4;8;Leicht bewoelkt;2;0
31-01-2025 06:00:00;16;37;Leicht bewoelkt;1;0
31-01-2025 07:00:00;51;93;Leicht bewoelkt;1;0
31-01-2025 08:00:00;94;112;Leicht bewoelkt;1;0
31-01-2025 09:00:00;44;75;Leicht bewoelkt;2;0
31-01-2025 10:00:00;24;54;Bewoelkt;3;0
31-01-2025 11:00:00;27;74;Bewoelkt;4;0
31-01-2025 12:00:00;38;77;Leicht bewoelkt;4;0
31-01-2025 13:00:00;49;95;Leicht bewoelkt;5;0
31-01-2025 14:00:00;62;122;Bewoelkt;5;0
31-01-2025 15:00:00;56;117;Bewoelkt;6;0
31-01-2025 16:00:00;73;113;Leicht bewoelkt;5;0
31-01-2025 17:00:00;58;108;Sonnig;5;0
31-01-2025 18:00:00;36;74;Sonnig;4;0
31-01-2025 19:00:00;30;70;Sonnig;4;0
31-01-2025 20:00:00;18;33;Sonnig;3;0
31-01-2025 21:00:00;11;28;Sonnig;3;0
31-01-2025 22:00:00;8;39;Sonnig;3;0
31-01-2025 23:00:00;5;18;Sonnig;2;0
01-02-2025 00:00:00;3;17;Sonnig;2;0
01-02-2025 01:00:00;2;11;Sonnig;2;0
01-02-2025 02:00:00;2;5;Sonnig;2;0
01-02-2025 03:00:00;1;5;Sonnig;2;0
01-02-2025 04:00:00;1;1;Sonnig;1;0
01-02-2025 05:00:00;0;3;Sonnig;1;0
01-02-2025 06:00:00;2;6;Sonnig;1;0
01-02-2025 07:00:00;2;10;Sonnig;1;0
01-02-2025 08:00:00;9;14;Sonnig;1;0
01-02-2025 09:00:00;25;47;Sonnig;2;0
01-02-2025 10:00:00;50;66;Sonnig;3;0
01-02-2025 11:00:00;157;145;Sonnig;4;0
01-02-2025 12:00:00;138;163;Sonnig;5;0
01-02-2025 13:00:00;64;136;Sonnig;5;0
01-02-2025 14:00:00;105;153;Sonnig;6;0
01-02-2025 15:00:00;89;429;Sonnig;6;0
01-02-2025 16:00:00;86;210;Sonnig;5;0
01-02-2025 17:00:00;42;126;Sonnig;5;0
01-02-2025 18:00:00;29;76;Sonnig;4;0
01-02-2025 19:00:00;16;46;Sonnig;3;0
01-02-2025 20:00:00;7;45;Sonnig;3;0
01-02-2025 21:00:00;5;29;Sonnig;2;0
01-02-2025 22:00:00;4;20;Sonnig;2;0
01-02-2025 23:00:00;3;16;Sonnig;2;0
02-02-2025 00:00:00;3;21;Sonnig;1;0
02-02-2025 01:00:00;3;8;Sonnig;1;0
02-02-2025 02:00:00;4;9;Sonnig;1;0
02-02-2025 03:00:00;0;5;Sonnig;1;0
02-02-2025 04:00:00;1;3;Sonnig;1;0
02-02-2025 05:00:00;0;2;Sonnig;0;0
02-02-2025 06:00:00;2;12;Sonnig;0;0
02-02-2025 07:00:00;5;9;Sonnig;0;0
02-02-2025 08:00:00;5;15;Sonnig;0;0
02-02-2025 09:00:00;14;20;Sonnig;1;0
02-02-2025 10:00:00;22;42;Sonnig;2;0
02-02-2025 11:00:00;38;72;Sonnig;3;0
02-02-2025 12:00:00;47;122;Sonnig;4;0
02-02-2025 13:00:00;83;172;Bedeckt;5;0
02-02-2025 14:00:00;86;163;Bewoelkt;5;0
02-02-2025 15:00:00;76;180;Leicht bewoelkt;5;0
02-02-2025 16:00:00;72;165;Sonnig;5;0
02-02-2025 17:00:00;28;115;Sonnig;4;0
02-02-2025 18:00:00;19;73;Leicht bewoelkt;3;0
02-02-2025 19:00:00;16;26;Sonnig;3;0
02-02-2025 20:00:00;9;22;Sonnig;3;0
02-02-2025 21:00:00;5;18;Sonnig;2;0
02-02-2025 22:00:00;1;16;Sonnig;2;0
02-02-2025 23:00:00;1;7;Sonnig;2;0
03-02-2025 00:00:00;0;7;Sonnig;2;0
03-02-2025 01:00:00;1;4;Leicht bewoelkt;1;0
03-02-2025 02:00:00;3;1;Bewoelkt;1;0
03-02-2025 03:00:00;0;1;Bedeckt;1;0
03-02-2025 04:00:00;5;3;Bedeckt;1;0
03-02-2025 05:00:00;2;7;Sonnig;1;0
03-02-2025 06:00:00;16;40;Sonnig;0;0
03-02-2025 07:00:00;67;95;Sonnig;0;0
03-02-2025 08:00:00;123;178;Sonnig;0;0
03-02-2025 09:00:00;61;80;Sonnig;1;0
03-02-2025 10:00:00;27;50;Sonnig;2;0
03-02-2025 11:00:00;20;55;Sonnig;3;0
03-02-2025 12:00:00;39;92;Bewoelkt;4;0
03-02-2025 13:00:00;42;73;Leicht bewoelkt;5;0
03-02-2025 14:00:00;55;93;Sonnig;6;0
03-02-2025 15:00:00;52;115;Sonnig;6;0
03-02-2025 16:00:00;75;111;Leicht bewoelkt;5;0
03-02-2025 17:00:00;107;153;Leicht bewoelkt;5;0
03-02-2025 18:00:00;69;138;Bewoelkt;4;0
03-02-2025 19:00:00;35;83;Bewoelkt;4;0
03-02-2025 20:00:00;10;49;Bewoelkt;3;0
03-02-2025 21:00:00;4;33;Sonnig;3;0
03-02-2025 22:00:00;6;32;Leicht bewoelkt;3;0
03-02-2025 23:00:00;4;8;Sonnig;2;0
04-02-2025 00:00:00;0;7;Bewoelkt;2;0
04-02-2025 01:00:00;0;1;Bewoelkt;1;0
04-02-2025 02:00:00;0;1;Bedeckt;1;0
04-02-2025 03:00:00;0;2;Leicht bewoelkt;1;0
04-02-2025 04:00:00;0;5;Leicht bewoelkt;1;0
04-02-2025 05:00:00;3;8;Sonnig;1;0
04-02-2025 06:00:00;19;48;Sonnig;1;0
04-02-2025 07:00:00;95;121;Sonnig;0;0
04-02-2025 08:00:00;138;182;Sonnig;1;0
04-02-2025 09:00:00;53;87;Sonnig;1;0
04-02-2025 10:00:00;21;50;Sonnig;3;0
04-02-2025 11:00:00;24;52;Sonnig;4;0
04-02-2025 12:00:00;31;90;Leicht bewoelkt;5;0
04-02-2025 13:00:00;31;80;Leicht bewoelkt;6;0
04-02-2025 14:00:00;43;82;Sonnig;7;0
04-02-2025 15:00:00;53;93;Sonnig;7;0
04-02-2025 16:00:00;88;124;Sonnig;6;0
04-02-2025 17:00:00;102;136;Sonnig;6;0
04-02-2025 18:00:00;77;119;Sonnig;5;0
04-02-2025 19:00:00;42;86;Sonnig;4;0
04-02-2025 20:00:00;19;60;Sonnig;4;0
04-02-2025 21:00:00;11;34;Sonnig;4;0
04-02-2025 22:00:00;3;16;Sonnig;3;0
04-02-2025 23:00:00;2;12;Leicht bewoelkt;3;0
05-02-2025 00:00:00;0;6;Sonnig;2;0
05-02-2025 01:00:00;0;3;Sonnig;2;0
05-02-2025 02:00:00;0;0;Sonnig;2;0
05-02-2025 03:00:00;0;1;Sonnig;2;0
05-02-2025 04:00:00;2;4;Bewoelkt;2;0
05-02-2025 05:00:00;5;4;Stellenweiser Regenfall;2;0
05-02-2025 06:00:00;13;42;Nieselregen;2;0,2
05-02-2025 07:00:00;77;105;Stellenweiser Regenfall;3;0,1
05-02-2025 08:00:00;117;140;Stellenweiser Regenfall;3;0
05-02-2025 09:00:00;54;77;Bedeckt;3;0
05-02-2025 10:00:00;20;51;Bewoelkt;4;0
05-02-2025 11:00:00;22;41;Leicht bewoelkt;5;0
05-02-2025 12:00:00;29;85;Leicht bewoelkt;6;0
05-02-2025 13:00:00;24;70;Sonnig;7;0
05-02-2025 14:00:00;36;85;Leicht bewoelkt;7;0
05-02-2025 15:00:00;33;70;Bewoelkt;7;0
05-02-2025 16:00:00;71;91;Bedeckt;7;0
05-02-2025 17:00:00;85;110;Bedeckt;6;0
05-02-2025 18:00:00;82;113;Bewoelkt;6;0
05-02-2025 19:00:00;31;72;Leicht bewoelkt;5;0
05-02-2025 20:00:00;16;52;Leicht bewoelkt;5;0
05-02-2025 21:00:00;11;39;Leicht bewoelkt;4;0
05-02-2025 22:00:00;7;35;Leicht bewoelkt;4;0
05-02-2025 23:00:00;5;12;Bewoelkt;4;0
06-02-2025 00:00:00;1;8;Bedeckt;4;0
06-02-2025 01:00:00;0;1;Bedeckt;3;0
06-02-2025 02:00:00;0;2;Bedeckt;3;0
06-02-2025 03:00:00;2;1;Bewoelkt;3;0
06-02-2025 04:00:00;2;3;Bewoelkt;3;0
06-02-2025 05:00:00;4;12;Bewoelkt;3;0
06-02-2025 06:00:00;14;33;Bewoelkt;3;0
06-02-2025 07:00:00;73;95;Leicht bewoelkt;3;0
06-02-2025 08:00:00;132;155;Bewoelkt;3;0
06-02-2025 09:00:00;51;102;Leicht bewoelkt;3;0
06-02-2025 10:00:00;25;42;Leicht bewoelkt;4;0
06-02-2025 11:00:00;35;64;Sonnig;5;0
06-02-2025 12:00:00;39;76;Sonnig;6;0
06-02-2025 13:00:00;35;58;Bewoelkt;6;0
06-02-2025 14:00:00;38;97;Bewoelkt;6;0
06-02-2025 15:00:00;53;119;Bewoelkt;6;0
06-02-2025 16:00:00;57;102;Bewoelkt;5;0
06-02-2025 17:00:00;94;116;Leicht bewoelkt;5;0
06-02-2025 18:00:00;79;99;Sonnig;4;0
06-02-2025 19:00:00;50;75;Sonnig;4;0
06-02-2025 20:00:00;18;54;Sonnig;4;0
06-02-2025 21:00:00;20;43;Sonnig;3;0
06-02-2025 22:00:00;7;25;Sonnig;3;0
06-02-2025 23:00:00;3;14;Sonnig;4;0
07-02-2025 00:00:00;0;7;Bedeckt;4;0
07-02-2025 01:00:00;2;2;Bewoelkt;4;0
07-02-2025 02:00:00;0;0;Bedeckt;4;0
07-02-2025 03:00:00;0;2;Bedeckt;4;0
07-02-2025 04:00:00;4;4;Bedeckt;3;0
07-02-2025 05:00:00;2;10;Bedeckt;3;0
07-02-2025 06:00:00;21;33;Bedeckt;4;0
07-02-2025 07:00:00;70;79;Bedeckt;4;0
07-02-2025 08:00:00;85;111;Bedeckt;4;0
07-02-2025 09:00:00;49;83;Bedeckt;4;0
07-02-2025 10:00:00;54;71;Leicht bewoelkt;4;0
07-02-2025 11:00:00;33;67;Leicht bewoelkt;5;0
07-02-2025 12:00:00;41;82;Leicht bewoelkt;5;0
07-02-2025 13:00:00;49;64;Bewoelkt;6;0
07-02-2025 14:00:00;39;89;Bedeckt;5;0
07-02-2025 15:00:00;36;86;Bedeckt;5;0
07-02-2025 16:00:00;54;88;Bewoelkt;5;0
07-02-2025 17:00:00;49;100;Bedeckt;4;0
07-02-2025 18:00:00;48;92;Bedeckt;4;0
07-02-2025 19:00:00;35;94;Bedeckt;4;0
07-02-2025 20:00:00;15;59;Bedeckt;4;0
07-02-2025 21:00:00;12;57;Bedeckt;4;0
07-02-2025 22:00:00;4;37;Bedeckt;3;0
07-02-2025 23:00:00;7;19;Bedeckt;3;0
08-02-2025 00:00:00;4;14;Bedeckt;3;0
08-02-2025 01:00:00;0;4;Bedeckt;3;0
08-02-2025 02:00:00;1;2;Bedeckt;3;0
08-02-2025 03:00:00;1;5;Bedeckt;3;0
08-02-2025 04:00:00;1;2;Leicht bewoelkt;3;0
08-02-2025 05:00:00;5;4;Sonnig;3;0
08-02-2025 06:00:00;4;12;Leicht bewoelkt;3;0
08-02-2025 07:00:00;2;12;Leicht bewoelkt;3;0
08-02-2025 08:00:00;10;18;Leicht bewoelkt;3;0
08-02-2025 09:00:00;12;42;Leicht bewoelkt;3;0
08-02-2025 10:00:00;25;58;Leicht bewoelkt;4;0
08-02-2025 11:00:00;44;63;Leicht bewoelkt;5;0
08-02-2025 12:00:00;38;77;Leicht bewoelkt;7;0
08-02-2025 13:00:00;71;117;Leicht bewoelkt;8;0
08-02-2025 14:00:00;72;124;Sonnig;8;0
08-02-2025 15:00:00;66;135;Sonnig;8;0
08-02-2025 16:00:00;60;114;Sonnig;8;0
