Zeit;KOE Steinstraße IN;KOE Steinstraße OUT;Symbol Wetter;Temperatur ( °C);Regen (mm)
23-10-2025 04:00:00;1;0;Maeßiger Regenfall;13;5,8
23-10-2025 05:00:00;2;1;Stellenweiser Regenfall;13;0,1
23-10-2025 06:00:00;3;9;Leichter Regenschauer;14;0,2
23-10-2025 07:00:00;27;18;Stellenweiser Regenfall;14;0,1
23-10-2025 08:00:00;55;39;Maeßiger Regenfall;14;6,7
23-10-2025 09:00:00;63;30;Leichter Regenfall;14;1,3
23-10-2025 10:00:00;40;43;Stellenweiser Regenfall;15;0,1
23-10-2025 11:00:00;37;54;Stellenweiser Regenfall;15;0,3
23-10-2025 12:00:00;38;48;Stellenweiser Regenfall;14;0,3
23-10-2025 13:00:00;43;41;Stellenweiser Regenfall;14;0,3
23-10-2025 14:00:00;29;33;Stellenweiser Regenfall;14;0,1
23-10-2025 15:00:00;27;22;Stellenweiser Regenfall;13;0
23-10-2025 16:00:00;36;24;Stellenweiser Regenfall;12;0
23-10-2025 17:00:00;25;41;Nieselregen;11;0,2
23-10-2025 18:00:00;41;42;Leichter Regenschauer;11;0,2
23-10-2025 19:00:00;17;26;Leichter Regenschauer;10;0,2
23-10-2025 20:00:00;11;21;Stellenweiser Regenfall;10;0,1
23-10-2025 21:00:00;6;10;Stellenweiser Regenfall;10;0
23-10-2025 22:00:00;9;3;Stellenweiser Regenfall;9;0,1
23-10-2025 23:00:00;1;4;Stellenweiser Regenfall;9;0,1
24-10-2025 00:00:00;0;1;Leichter Regenschauer;9;0,4
24-10-2025 01:00:00;4;2;Nieselregen;8;0,3
24-10-2025 02:00:00;1;1;Nieselregen;8;0,2
24-10-2025 03:00:00;0;1;Stellenweiser Regenfall;8;0
24-10-2025 04:00:00;1;0;Stellenweiser Regenfall;8;0
24-10-2025 05:00:00;3;2;Stellenweiser Regenfall;8;0
24-10-2025 06:00:00;8;5;Bedeckt;8;0
24-10-2025 07:00:00;30;20;Bedeckt;7;0
24-10-2025 08:00:00;49;36;Sonnig;8;0
24-10-2025 09:00:00;58;30;Sonnig;8;0
24-10-2025 10:00:00;37;35;Stellenweiser Regenfall;9;0
24-10-2025 11:00:00;41;55;Stellenweiser Regenfall;10;0,1
24-10-2025 12:00:00;44;57;Nieselregen;10;0,3
24-10-2025 13:00:00;60;67;Nieselregen;10;0,3
24-10-2025 14:00:00;59;52;Leichter Regenschauer;10;0,2
24-10-2025 15:00:00;60;45;Nieselregen;10;0,2
24-10-2025 16:00:00;55;64;Stellenweiser Regenfall;10;0,1
24-10-2025 17:00:00;45;57;Stellenweiser Regenfall;10;0,1
24-10-2025 18:00:00;36;56;Stellenweiser Regenfall;10;0
24-10-2025 19:00:00;28;37;Stellenweiser Regenfall;9;0,1
24-10-2025 20:00:00;23;20;Stellenweiser Regenfall;9;0
24-10-2025 21:00:00;12;17;Stellenweiser Regenfall;9;0
24-10-2025 22:00:00;14;15;Stellenweiser Regenfall;9;0,1
24-10-2025 23:00:00;7;6;Stellenweiser Regenfall;9;0,1
25-10-2025 00:00:00;9;8;Stellenweiser Regenfall;9;0
25-10-2025 01:00:00;4;1;Stellenweise Gewitter und Niederschlaege;9;0,1
25-10-2025 02:00:00;10;3;Stellenweise Gewitter und Niederschlaege;9;0
25-10-2025 03:00:00;3;3;Stellenweise Gewitter und Niederschlaege;9;0,1
25-10-2025 04:00:00;1;0;Leichter Regenschauer;9;0,2
25-10-2025 05:00:00;4;0;Leichter Regenfall;9;1,7
25-10-2025 06:00:00;2;0;Stellenweiser Regenfall;9;0
25-10-2025 07:00:00;2;2;Nieselregen;9;0,3
25-10-2025 08:00:00;7;10;Stellenweiser Regenfall;9;0
25-10-2025 09:00:00;17;10;Stellenweiser Regenfall;9;0
25-10-2025 10:00:00;58;25;Nieselregen;10;0,2
25-10-2025 11:00:00;20;28;Nieselregen;10;0,3
25-10-2025 12:00:00;21;38;Leichter Regenschauer;10;0,3
25-10-2025 13:00:00;25;39;Leichter Regenschauer;10;0,5
25-10-2025 14:00:00;23;35;Leichter Regenschauer;10;0,4
25-10-2025 15:00:00;9;14;Leichter Regenschauer;10;0,5
25-10-2025 16:00:00;7;26;Leichter Regenschauer;9;0,2
25-10-2025 17:00:00;24;16;Stellenweiser Regenfall;9;0,1
25-10-2025 18:00:00;21;17;Stellenweiser Regenfall;8;0
25-10-2025 19:00:00;13;8;Stellenweiser Regenfall;8;0
25-10-2025 20:00:00;9;9;Stellenweiser Regenfall;8;0
25-10-2025 21:00:00;6;6;Stellenweiser Regenfall;7;0,1
25-10-2025 22:00:00;12;8;Stellenweiser Regenfall;7;0,1
25-10-2025 23:00:00;3;4;Stellenweiser Nieselregen;7;0,2
26-10-2025 00:00:00;6;4;Stellenweiser Regenfall;7;0
26-10-2025 01:00:00;1;4;Nieselregen;7;0,3
26-10-2025 02:00:00;10;3;Stellenweiser Regenfall;6;0,2
26-10-2025 03:00:00;1;1;Stellenweiser Regenfall;6;0,1
26-10-2025 04:00:00;1;2;Stellenweiser Regenfall;6;0,1
26-10-2025 05:00:00;0;0;Stellenweiser Regenfall;5;0
26-10-2025 06:00:00;1;2;Bedeckt;5;0
26-10-2025 07:00:00;1;5;Bewoelkt;5;0
26-10-2025 08:00:00;1;8;Bewoelkt;5;0
26-10-2025 09:00:00;9;14;Bedeckt;6;0
26-10-2025 10:00:00;13;17;Bedeckt;6;0
26-10-2025 11:00:00;8;21;Bedeckt;7;0
26-10-2025 12:00:00;11;19;Bedeckt;8;0
26-10-2025 13:00:00;25;24;Bedeckt;8;0
26-10-2025 14:00:00;17;34;Bedeckt;8;0
26-10-2025 15:00:00;24;28;Bedeckt;8;0
26-10-2025 16:00:00;24;23;Bedeckt;8;0
26-10-2025 17:00:00;26;23;Bedeckt;8;0
26-10-2025 18:00:00;14;15;Bedeckt;8;0
26-10-2025 19:00:00;13;16;Stellenweiser Regenfall;8;0
26-10-2025 20:00:00;10;8;Stellenweiser Regenfall;7;0
26-10-2025 21:00:00;5;5;Nieselregen;7;0,6
26-10-2025 22:00:00;1;7;Leichter Regenschauer;7;0,2
26-10-2025 23:00:00;4;7;Bedeckt;7;0
27-10-2025 00:00:00;0;0;Stellenweiser Regenfall;7;0
27-10-2025 01:00:00;1;1;Bedeckt;7;0
27-10-2025 02:00:00;0;0;Leichter Regenfall;7;0,8
27-10-2025 03:00:00;0;0;Leichter Regenfall;8;0,9
27-10-2025 04:00:00;1;0;Stellenweiser Regenfall;8;0,1
27-10-2025 05:00:00;4;4;Stellenweiser Regenfall;8;0
27-10-2025 06:00:00;8;3;Leichter Regenschauer;9;0,2
27-10-2025 07:00:00;63;24;Stellenweiser leichter Regenfall;9;1
27-10-2025 08:00:00;114;61;Stellenweiser Regenfall;9;0,3
27-10-2025 09:00:00;78;38;Stellenweiser Nieselregen;9;0,3
27-10-2025 10:00:00;52;39;Leichter Regenschauer;10;0,6
27-10-2025 11:00:00;28;22;Stellenweiser Nieselregen;10;0,7
27-10-2025 12:00:00;26;35;Leichter Regenschauer;11;0,6
27-10-2025 13:00:00;18;16;Leichter Regenschauer;10;0,5
27-10-2025 14:00:00;24;46;Leichter Regenschauer;10;0,5
27-10-2025 15:00:00;48;53;Nieselregen;10;0,2
27-10-2025 16:00:00;46;53;Leichter Regenschauer;10;0,3
27-10-2025 17:00:00;66;52;Leichter Regenfall;9;1
27-10-2025 18:00:00;55;53;Leichter Regenschauer;9;0,5
27-10-2025 19:00:00;26;45;Stellenweiser Nieselregen;8;0,4
27-10-2025 20:00:00;17;42;Stellenweiser Regenfall;8;0,1
27-10-2025 21:00:00;22;17;Stellenweiser Regenfall;8;0,1
27-10-2025 22:00:00;20;9;Stellenweiser Regenfall;8;0,2
27-10-2025 23:00:00;5;6;Stellenweiser Nieselregen;7;0,2
28-10-2025 00:00:00;0;0;Stellenweiser Regenfall;7;0,1
28-10-2025 01:00:00;0;2;Stellenweiser Regenfall;7;0,1
28-10-2025 02:00:00;0;0;Stellenweiser Regenfall;7;0
28-10-2025 03:00:00;0;0;Leicht bewoelkt;7;0
28-10-2025 04:00:00;2;1;Bedeckt;7;0
28-10-2025 05:00:00;3;5;Stellenweiser Regenfall;8;0
28-10-2025 06:00:00;5;6;Leichter Regenschauer;8;0,2
28-10-2025 07:00:00;40;32;Leichter Regenfall;8;2
28-10-2025 08:00:00;60;40;Stellenweiser Regenfall;9;0,1
28-10-2025 09:00:00;55;31;Stellenweiser Regenfall;10;0,1
28-10-2025 10:00:00;36;34;Nieselregen;11;0,3
28-10-2025 11:00:00;32;39;Nieselregen;11;0,4
28-10-2025 12:00:00;27;54;Leichter Regenschauer;12;0,4
28-10-2025 13:00:00;34;48;Nieselregen;12;0,5
28-10-2025 14:00:00;35;33;Leichter Regenschauer;12;0,8
28-10-2025 15:00:00;34;46;Leichter Regenschauer;12;0,2
28-10-2025 16:00:00;51;61;Leichter Regenschauer;12;0,6
28-10-2025 17:00:00;48;70;Stellenweiser Regenfall;12;0,1
28-10-2025 18:00:00;60;65;Stellenweiser Regenfall;11;0,2
28-10-2025 19:00:00;38;48;Nieselregen;11;0,3
28-10-2025 20:00:00;14;34;Stellenweiser Regenfall;11;0,1
28-10-2025 21:00:00;24;27;Stellenweiser Regenfall;10;0,1
28-10-2025 22:00:00;5;16;Stellenweiser Regenfall;10;0,1
28-10-2025 23:00:00;1;11;Stellenweiser Regenfall;11;0,1
29-10-2025 00:00:00;4;1;Stellenweiser Regenfall;11;0,1
29-10-2025 01:00:00;1;1;Stellenweiser Regenfall;11;0,1
29-10-2025 02:00:00;1;0;Leichter Regenschauer;11;0,2
29-10-2025 03:00:00;1;0;Stellenweiser Regenfall;10;0
29-10-2025 04:00:00;2;0;Bewoelkt;10;0
29-10-2025 05:00:00;2;4;Bedeckt;10;0
29-10-2025 06:00:00;10;8;Bewoelkt;10;0
29-10-2025 07:00:00;68;38;Sonnig;10;0
29-10-2025 08:00:00;118;50;Sonnig;10;0
29-10-2025 09:00:00;72;62;Bewoelkt;11;0
29-10-2025 10:00:00;53;51;Bedeckt;11;0
29-10-2025 11:00:00;57;45;Bedeckt;12;0
29-10-2025 12:00:00;68;63;Bewoelkt;14;0
29-10-2025 13:00:00;54;74;Leicht bewoelkt;14;0
29-10-2025 14:00:00;49;73;Bewoelkt;14;0
29-10-2025 15:00:00;59;74;Bewoelkt;14;0
29-10-2025 16:00:00;52;78;Bewoelkt;14;0
29-10-2025 17:00:00;84;90;Leicht bewoelkt;13;0
29-10-2025 18:00:00;50;84;Leicht bewoelkt;13;0
29-10-2025 19:00:00;38;81;Bewoelkt;13;0
29-10-2025 20:00:00;13;29;Bedeckt;12;0
29-10-2025 21:00:00;16;24;Bedeckt;12;0
29-10-2025 22:00:00;19;10;Stellenweiser Regenfall;12;0,1
29-10-2025 23:00:00;15;5;Nieselregen;12;0,2
30-10-2025 00:00:00;2;1;Leichter Regenfall;12;1,6
30-10-2025 01:00:00;2;1;Nieselregen;12;0,7
30-10-2025 02:00:00;3;0;Nieselregen;11;0,5
30-10-2025 03:00:00;1;0;Nieselregen;11;0,3
30-10-2025 04:00:00;1;0;Leichter Regenfall;11;0,8
30-10-2025 05:00:00;4;4;Stellenweiser Regenfall;10;0
30-10-2025 06:00:00;7;6;Stellenweiser Regenfall;9;0
30-10-2025 07:00:00;63;29;Sonnig;9;0
30-10-2025 08:00:00;92;63;Sonnig;9;0
30-10-2025 09:00:00;67;41;Sonnig;9;0
30-10-2025 10:00:00;57;58;Leicht bewoelkt;10;0
30-10-2025 11:00:00;55;48;Leicht bewoelkt;11;0
30-10-2025 12:00:00;70;75;Leicht bewoelkt;12;0
30-10-2025 13:00:00;59;75;Leicht bewoelkt;12;0
30-10-2025 14:00:00;55;87;Sonnig;13;0
30-10-2025 15:00:00;69;76;Sonnig;13;0
30-10-2025 16:00:00;84;83;Sonnig;12;0
30-10-2025 17:00:00;57;77;Sonnig;11;0
30-10-2025 18:00:00;78;99;Leicht bewoelkt;10;0
30-10-2025 19:00:00;37;64;Bewoelkt;10;0
30-10-2025 20:00:00;30;62;Leicht bewoelkt;10;0
30-10-2025 21:00:00;45;25;Leicht bewoelkt;10;0
30-10-2025 22:00:00;20;18;Bedeckt;10;0
30-10-2025 23:00:00;12;14;Sonnig;9;0
31-10-2025 00:00:00;1;1;Sonnig;9;0
31-10-2025 01:00:00;4;2;Sonnig;9;0
31-10-2025 02:00:00;1;1;Sonnig;8;0
31-10-2025 03:00:00;0;0;Sonnig;9;0
31-10-2025 04:00:00;1;0;Bedeckt;9;0
31-10-2025 05:00:00;3;2;Bewoelkt;9;0
31-10-2025 06:00:00;14;15;Leicht bewoelkt;9;0
31-10-2025 07:00:00;56;34;Sonnig;9;0
31-10-2025 08:00:00;93;47;Sonnig;10;0
31-10-2025 09:00:00;62;40;Sonnig;10;0
31-10-2025 10:00:00;50;65;Bedeckt;11;0
31-10-2025 11:00:00;65;70;Leicht bewoelkt;12;0
31-10-2025 12:00:00;81;81;Leicht bewoelkt;13;0
31-10-2025 13:00:00;72;89;Bewoelkt;13;0
31-10-2025 14:00:00;43;84;Sonnig;14;0
31-10-2025 15:00:00;72;62;Leicht bewoelkt;14;0
31-10-2025 16:00:00;42;71;Sonnig;14;0
31-10-2025 17:00:00;53;73;Leicht bewoelkt;13;0
31-10-2025 18:00:00;58;72;Leicht bewoelkt;13;0
31-10-2025 19:00:00;38;45;Leicht bewoelkt;13;0
31-10-2025 20:00:00;18;24;Leicht bewoelkt;12;0
31-10-2025 21:00:00;19;12;Leicht bewoelkt;12;0
31-10-2025 22:00:00;17;12;Sonnig;12;0
31-10-2025 23:00:00;13;30;Sonnig;12;0
01-11-2025 00:00:00;8;13;Sonnig;12;0
01-11-2025 01:00:00;5;12;Sonnig;12;0
01-11-2025 02:00:00;3;4;Sonnig;11;0
01-11-2025 03:00:00;3;3;Leicht bewoelkt;11;0
01-11-2025 04:00:00;2;4;Leicht bewoelkt;12;0
01-11-2025 05:00:00;4;2;Leicht bewoelkt;12;0
01-11-2025 06:00:00;0;1;Bewoelkt;12;0
01-11-2025 07:00:00;10;3;Leicht bewoelkt;13;0
01-11-2025 08:00:00;5;6;Bewoelkt;13;0
01-11-2025 09:00:00;6;12;Stellenweiser Regenfall;13;0
01-11-2025 10:00:00;19;9;Leichter Regenfall;13;0,8
01-11-2025 11:00:00;12;20;Leichter Regenfall;13;1,2
01-11-2025 12:00:00;9;9;Nieselregen;14;0,4
01-11-2025 13:00:00;17;14;Leichter Regenfall;14;2,4
01-11-2025 14:00:00;7;10;Nieselregen;14;0,6
01-11-2025 15:00:00;12;13;Leichter Regenfall;13;1,9
01-11-2025 16:00:00;10;11;Leichter Regenschauer;13;0,4
01-11-2025 17:00:00;13;12;Bedeckt;12;0
01-11-2025 18:00:00;9;21;Leicht bewoelkt;12;0
01-11-2025 19:00:00;7;12;Sonnig;11;0
01-11-2025 20:00:00;7;10;Sonnig;11;0
01-11-2025 21:00:00;10;8;Sonnig;11;0
01-11-2025 22:00:00;3;0;Stellenweiser Regenfall;11;0
01-11-2025 23:00:00;13;15;Stellenweiser Regenfall;11;0
02-11-2025 00:00:00;6;3;Leicht bewoelkt;11;0
02-11-2025 01:00:00;1;2;Stellenweiser Regenfall;10;0
02-11-2025 02:00:00;4;4;Sonnig;10;0
02-11-2025 03:00:00;2;0;Leicht bewoelkt;10;0
02-11-2025 04:00:00;1;1;Stellenweiser Regenfall;11;0
02-11-2025 05:00:00;1;0;Stellenweiser Regenfall;11;0
02-11-2025 06:00:00;0;0;Stellenweiser Regenfall;11;0,1
02-11-2025 07:00:00;2;0;Stellenweiser Regenfall;11;0,1
02-11-2025 08:00:00;1;5;Stellenweiser Regenfall;11;0
02-11-2025 09:00:00;22;17;Bewoelkt;11;0
02-11-2025 10:00:00;23;15;Stellenweiser Regenfall;12;0
02-11-2025 11:00:00;30;31;Stellenweiser Regenfall;13;0,2
02-11-2025 12:00:00;34;52;Leicht bewoelkt;13;0
02-11-2025 13:00:00;46;42;Stellenweiser Regenfall;14;0
02-11-2025 14:00:00;26;49;Sonnig;14;0
02-11-2025 15:00:00;45;28;Stellenweiser Regenfall;13;0,1
02-11-2025 16:00:00;63;23;Leichter Regenschauer;13;0,3
02-11-2025 17:00:00;23;18;Stellenweiser Regenfall;12;0,1
02-11-2025 18:00:00;20;18;Stellenweise Gewitter und Niederschlaege;11;0,1
02-11-2025 19:00:00;23;18;Nieselregen;11;0,4
02-11-2025 20:00:00;6;11;Leichter Regenfall;10;0,9
02-11-2025 21:00:00;17;5;Leichter Regenschauer;10;0,3
02-11-2025 22:00:00;4;7;Stellenweiser Regenfall;9;0
02-11-2025 23:00:00;5;4;Leicht bewoelkt;9;0
03-11-2025 00:00:00;2;4;Leicht bewoelkt;8;0
03-11-2025 01:00:00;1;2;Leicht bewoelkt;8;0
03-11-2025 02:00:00;1;0;Sonnig;7;0
03-11-2025 03:00:00;0;0;Sonnig;7;0
03-11-2025 04:00:00;2;0;Sonnig;7;0
03-11-2025 05:00:00;4;4;Leicht bewoelkt;7;0
03-11-2025 06:00:00;11;13;Leicht bewoelkt;7;0
03-11-2025 07:00:00;63;37;Leicht bewoelkt;7;0
03-11-2025 08:00:00;138;54;Leicht bewoelkt;8;0
03-11-2025 09:00:00;73;38;Leicht bewoelkt;9;0
03-11-2025 10:00:00;35;52;Bewoelkt;10;0
03-11-2025 11:00:00;65;85;Bewoelkt;11;0
03-11-2025 12:00:00;48;69;Bewoelkt;12;0
03-11-2025 13:00:00;57;64;Leicht bewoelkt;13;0
03-11-2025 14:00:00;68;80;Leicht bewoelkt;13;0
03-11-2025 15:00:00;49;65;Leicht bewoelkt;13;0
03-11-2025 16:00:00;86;76;Bewoelkt;12;0
03-11-2025 17:00:00;77;97;Bedeckt;12;0
03-11-2025 18:00:00;54;104;Leicht bewoelkt;12;0
03-11-2025 19:00:00;40;75;Leicht bewoelkt;11;0
03-11-2025 20:00:00;27;30;Leicht bewoelkt;11;0
03-11-2025 21:00:00;21;19;Leicht bewoelkt;11;0
03-11-2025 22:00:00;17;14;Leicht bewoelkt;11;0
03-11-2025 23:00:00;6;4;Leicht bewoelkt;11;0
04-11-2025 00:00:00;2;1;Bedeckt;12;0
04-11-2025 01:00:00;3;1;Bewoelkt;12;0
04-11-2025 02:00:00;0;0;Leicht bewoelkt;12;0
04-11-2025 03:00:00;0;0;Leicht bewoelkt;12;0
04-11-2025 04:00:00;2;0;Bewoelkt;12;0
04-11-2025 05:00:00;4;3;Leicht bewoelkt;12;0
04-11-2025 06:00:00;15;12;Leicht bewoelkt;12;0
04-11-2025 07:00:00;69;42;Leicht bewoelkt;12;0
04-11-2025 08:00:00;128;63;Leicht bewoelkt;13;0
04-11-2025 09:00:00;99;60;Leicht bewoelkt;13;0
04-11-2025 10:00:00;43;59;Sonnig;14;0
04-11-2025 11:00:00;49;61;Sonnig;15;0
04-11-2025 12:00:00;59;56;Sonnig;15;0
04-11-2025 13:00:00;79;84;Sonnig;16;0
04-11-2025 14:00:00;64;76;Sonnig;16;0
04-11-2025 15:00:00;66;96;Bedeckt;16;0
04-11-2025 16:00:00;75;93;Bewoelkt;15;0
04-11-2025 17:00:00;91;92;Leicht bewoelkt;14;0
04-11-2025 18:00:00;81;100;Leicht bewoelkt;14;0
04-11-2025 19:00:00;45;57;Sonnig;13;0
04-11-2025 20:00:00;30;38;Sonnig;13;0
04-11-2025 21:00:00;16;28;Leicht bewoelkt;12;0
04-11-2025 22:00:00;16;17;Sonnig;12;0
04-11-2025 23:00:00;7;10;Leicht bewoelkt;12;0
05-11-2025 00:00:00;3;3;Sonnig;12;0
05-11-2025 01:00:00;2;1;Sonnig;12;0
05-11-2025 02:00:00;0;0;Sonnig;11;0
05-11-2025 03:00:00;0;0;Leicht bewoelkt;11;0
05-11-2025 04:00:00;3;0;Leicht bewoelkt;11;0
05-11-2025 05:00:00;2;3;Leicht bewoelkt;11;0
05-11-2025 06:00:00;15;14;Leicht bewoelkt;11;0
05-11-2025 07:00:00;61;46;Leicht bewoelkt;11;0
05-11-2025 08:00:00;135;61;Leicht bewoelkt;11;0
05-11-2025 09:00:00;72;57;Sonnig;12;0
05-11-2025 10:00:00;42;54;Sonnig;13;0
05-11-2025 11:00:00;65;76;Sonnig;15;0
05-11-2025 12:00:00;69;70;Sonnig;15;0
05-11-2025 13:00:00;64;77;Sonnig;16;0
05-11-2025 14:00:00;63;96;Sonnig;17;0
05-11-2025 15:00:00;67;65;Sonnig;17;0
05-11-2025 16:00:00;79;118;Sonnig;16;0
05-11-2025 17:00:00;63;98;Leicht bewoelkt;15;0
05-11-2025 18:00:00;67;81;Sonnig;14;0
05-11-2025 19:00:00;48;49;Sonnig;14;0
05-11-2025 20:00:00;26;54;Sonnig;13;0
05-11-2025 21:00:00;22;42;Sonnig;13;0
05-11-2025 22:00:00;17;12;Sonnig;12;0
05-11-2025 23:00:00;6;7;Sonnig;12;0
06-11-2025 00:00:00;3;2;Sonnig;12;0
06-11-2025 01:00:00;1;2;Sonnig;11;0
06-11-2025 02:00:00;1;0;Sonnig;11;0
06-11-2025 03:00:00;1;0;Sonnig;11;0
06-11-2025 04:00:00;1;1;Sonnig;11;0
06-11-2025 05:00:00;5;3;Sonnig;11;0
06-11-2025 06:00:00;11;9;Sonnig;10;0
06-11-2025 07:00:00;81;46;Leicht bewoelkt;10;0
06-11-2025 08:00:00;122;50;Leicht bewoelkt;11;0
06-11-2025 09:00:00;91;63;Bewoelkt;11;0
06-11-2025 10:00:00;61;52;Bedeckt;12;0
06-11-2025 11:00:00;70;61;Bedeckt;13;0
06-11-2025 12:00:00;66;71;Leicht bewoelkt;14;0
06-11-2025 13:00:00;55;77;Leicht bewoelkt;15;0
06-11-2025 14:00:00;68;88;Leicht bewoelkt;15;0
06-11-2025 15:00:00;63;81;Leicht bewoelkt;15;0
06-11-2025 16:00:00;85;101;Sonnig;14;0
06-11-2025 17:00:00;67;88;Leicht bewoelkt;13;0
06-11-2025 18:00:00;77;92;Leicht bewoelkt;12;0
06-11-2025 19:00:00;44;56;Leicht bewoelkt;12;0
06-11-2025 20:00:00;33;45;Bewoelkt;11;0
06-11-2025 21:00:00;31;25;Bewoelkt;11;0
06-11-2025 22:00:00;19;15;Bedeckt;10;0
06-11-2025 23:00:00;5;14;Leicht bewoelkt;10;0
07-11-2025 00:00:00;2;2;Leicht bewoelkt;10;0
07-11-2025 01:00:00;5;1;Sonnig;9;0
07-11-2025 02:00:00;0;0;Sonnig;9;0
07-11-2025 03:00:00;1;0;Sonnig;9;0
07-11-2025 04:00:00;3;1;Sonnig;8;0
07-11-2025 05:00:00;1;2;Leicht bewoelkt;8;0
07-11-2025 06:00:00;8;12;Sonnig;8;0
07-11-2025 07:00:00;52;38;Sonnig;8;0
07-11-2025 08:00:00;96;43;Sonnig;9;0
07-11-2025 09:00:00;79;50;Sonnig;10;0
07-11-2025 10:00:00;58;54;Sonnig;11;0
07-11-2025 11:00:00;52;81;Sonnig;12;0
07-11-2025 12:00:00;51;87;Sonnig;13;0
07-11-2025 13:00:00;37;73;Sonnig;14;0
07-11-2025 14:00:00;59;99;Sonnig;14;0
07-11-2025 15:00:00;63;66;Sonnig;14;0
07-11-2025 16:00:00;56;88;Sonnig;13;0
07-11-2025 17:00:00;63;88;Sonnig;13;0
07-11-2025 18:00:00;57;95;Sonnig;12;0
07-11-2025 19:00:00;30;34;Sonnig;12;0
07-11-2025 20:00:00;22;33;Leicht bewoelkt;11;0
07-11-2025 21:00:00;14;25;Leicht bewoelkt;11;0
07-11-2025 22:00:00;20;15;Leicht bewoelkt;11;0
07-11-2025 23:00:00;6;10;Leicht bewoelkt;10;0
08-11-2025 00:00:00;10;6;Bedeckt;10;0
08-11-2025 01:00:00;5;1;Sonnig;10;0
08-11-2025 02:00:00;5;0;Sonnig;9;0
08-11-2025 03:00:00;2;0;Sonnig;9;0
08-11-2025 04:00:00;2;0;Sonnig;9;0
08-11-2025 05:00:00;4;0;Leicht bewoelkt;9;0
08-11-2025 06:00:00;1;1;Leicht bewoelkt;8;0
08-11-2025 07:00:00;5;7;Leicht bewoelkt;8;0
08-11-2025 08:00:00;10;17;Leicht bewoelkt;9;0
08-11-2025 09:00:00;43;16;Bewoelkt;10;0
08-11-2025 10:00:00;49;42;Bedeckt;10;0
08-11-2025 11:00:00;59;91;Bedeckt;11;0
08-11-2025 12:00:00;61;73;Bedeckt;12;0
08-11-2025 13:00:00;51;98;Bedeckt;12;0
08-11-2025 14:00:00;39;65;Stellenweiser Regenfall;12;0
08-11-2025 15:00:00;32;42;Stellenweiser Regenfall;11;0
08-11-2025 16:00:00;47;61;Stellenweiser Regenfall;11;0
08-11-2025 17:00:00;22;46;Stellenweiser Regenfall;11;0
08-11-2025 18:00:00;21;34;Stellenweiser Regenfall;11;0,1
08-11-2025 19:00:00;24;30;Stellenweiser Regenfall;11;0
08-11-2025 20:00:00;21;18;Stellenweiser Regenfall;11;0
08-11-2025 21:00:00;18;14;Stellenweiser Regenfall;11;0
08-11-2025 22:00:00;7;16;Stellenweiser Regenfall;11;0,1
08-11-2025 23:00:00;14;7;Stellenweiser Regenfall;10;0,1
09-11-2025 00:00:00;4;4;Bedeckt;9;0
09-11-2025 01:00:00;2;9;Bedeckt;10;0
09-11-2025 02:00:00;3;3;Stellenweiser Regenfall;10;0
09-11-2025 03:00:00;2;1;Stellenweiser Regenfall;10;0,1
09-11-2025 04:00:00;1;0;Stellenweiser Regenfall;10;0,1
09-11-2025 05:00:00;1;2;Leichter Nebel;10;0
09-11-2025 06:00:00;1;2;Nebel;10;0
09-11-2025 07:00:00;0;0;Leichter Nebel;10;0
09-11-2025 08:00:00;4;3;Leichter Nebel;11;0
09-11-2025 09:00:00;2;9;Bedeckt;11;0
09-11-2025 10:00:00;16;15;Bedeckt;11;0
09-11-2025 11:00:00;11;11;Bedeckt;12;0
09-11-2025 12:00:00;16;28;Stellenweiser Regenfall;13;0
09-11-2025 13:00:00;26;20;Stellenweiser Regenfall;13;0
09-11-2025 14:00:00;26;39;Stellenweiser Regenfall;13;0
09-11-2025 15:00:00;23;19;Stellenweiser Regenfall;13;0
09-11-2025 16:00:00;16;42;Stellenweiser Regenfall;13;0
09-11-2025 17:00:00;18;33;Bedeckt;13;0
09-11-2025 18:00:00;20;28;Bewoelkt;13;0
09-11-2025 19:00:00;10;21;Bewoelkt;12;0
09-11-2025 20:00:00;22;14;Leicht bewoelkt;12;0
09-11-2025 21:00:00;13;14;Leicht bewoelkt;12;0
09-11-2025 22:00:00;9;5;Sonnig;11;0
09-11-2025 23:00:00;0;7;Sonnig;9;0
10-11-2025 00:00:00;0;0;Leicht bewoelkt;8;0
10-11-2025 01:00:00;1;1;Leicht bewoelkt;8;0
10-11-2025 02:00:00;0;1;Leicht bewoelkt;8;0
10-11-2025 03:00:00;0;0;Leicht bewoelkt;7;0
10-11-2025 04:00:00;3;0;Leicht bewoelkt;7;0
10-11-2025 05:00:00;4;4;Sonnig;7;0
10-11-2025 06:00:00;11;6;Sonnig;7;0
10-11-2025 07:00:00;76;43;Sonnig;7;0
10-11-2025 08:00:00;89;72;Sonnig;7;0
10-11-2025 09:00:00;73;42;Sonnig;8;0
10-11-2025 10:00:00;71;41;Sonnig;9;0
10-11-2025 11:00:00;55;64;Sonnig;10;0
10-11-2025 12:00:00;67;57;Sonnig;11;0
10-11-2025 13:00:00;38;63;Sonnig;12;0
10-11-2025 14:00:00;40;74;Leicht bewoelkt;12;0
10-11-2025 15:00:00;47;49;Leicht bewoelkt;12;0
10-11-2025 16:00:00;65;77;Leicht bewoelkt;12;0
10-11-2025 17:00:00;57;86;Leicht bewoelkt;11;0
10-11-2025 18:00:00;44;83;Leicht bewoelkt;11;0
