location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Lappan pedestrians count;towards Markt pedestrians count;adult pedestrians count;child pedestrians count;adult towards Lappan pedestrians count;adult towards Markt pedestrians count;child towards Lappan pedestrians count;child towards Markt pedestrians count;zone 1 pedestrians count;zone 1 towards Lappan pedestrians count;zone 1 towards Markt pedestrians count;zone 2 pedestrians count;zone 2 towards Lappan pedestrians count;zone 2 towards Markt pedestrians count;collection_type
Haarenstraße, Oldenburg;2025-12-28 00:00:00 +0100;Sunday;3139;0;cloudy;;1757;1382;3077;62;1715;1362;42;20;1826;1262;564;1313;495;818;mixed
Haarenstraße, Oldenburg;2025-12-29 00:00:00 +0100;Monday;10544;6;rain;;5393;5151;10278;266;5266;5012;127;139;5709;3895;1814;4835;1498;3337;measured
Haarenstraße, Oldenburg;2025-12-30 00:00:00 +0100;Tuesday;11316;4;partly-cloudy-day;;5857;5459;11047;269;5722;5325;135;134;6226;4348;1878;5090;1509;3581;measured
Haarenstraße, Oldenburg;2025-12-31 00:00:00 +0100;Wednesday;2293;6;rain;;1058;1235;2247;46;1033;1214;25;21;1296;729;567;997;329;668;measured
location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Julius-Mosen-Platz pedestrians count;towards Lange Straße pedestrians count;adult pedestrians count;child pedestrians count;adult towards Julius-Mosen-Platz pedestrians count;adult towards Lange Straße pedestrians count;child towards Julius-Mosen-Platz pedestrians count;child towards Lange Straße pedestrians count;zone 1 pedestrians count;zone 1 towards Julius-Mosen-Platz pedestrians count;zone 1 towards Lange Straße pedestrians count;zone 2 pedestrians count;zone 2 towards Julius-Mosen-Platz pedestrians count;zone 2 towards Lange Straße pedestrians count;collection_type
Haarenstraße (Ost), Oldenburg;2025-01-01 00:00:00 +0100;Wednesday;1776;9;rain;;770;1006;1746;30;753;993;17;13;834;445;389;942;325;617;measured
Haarenstraße (Ost), Oldenburg;2025-01-02 00:00:00 +0100;Thursday;8299;6;rain;;4143;4156;8042;257;4007;4035;136;121;4426;3395;1031;3873;748;3125;measured
Haarenstraße (Ost), Oldenburg;2025-01-03 00:00:00 +0100;Friday;7125;2;snow;;3412;3713;6964;161;3341;3623;71;90;3609;2588;1021;3516;824;2692;measured
Haarenstraße (Ost), Oldenburg;2025-01-04 00:00:00 +0100;Saturday;10021;2;partly-cloudy-day;;4863;5158;9833;188;4762;5071;101;87;5347;4030;1317;4674;833;3841;measured
Haarenstraße (Ost), Oldenburg;2025-01-05 00:00:00 +0100;Sunday;1386;11;snow;;668;718;1368;18;659;709;9;9;647;406;241;739;262;477;measured
Haarenstraße (Ost), Oldenburg;2025-01-06 00:00:00 +0100;Monday;4914;12;rain;;2298;2616;4793;121;2250;2543;48;73;2737;1794;943;2177;504;1673;measured
Haarenstraße (Ost), Oldenburg;2025-01-07 00:00:00 +0100;Tuesday;5340;6;rain;;2518;2822;5196;144;2457;2739;61;83;2600;1830;770;2740;688;2052;measured
Haarenstraße (Ost), Oldenburg;2025-01-08 00:00:00 +0100;Wednesday;5932;5;rain;;2871;3061;5774;158;2797;2977;74;84;3184;2208;976;2748;663;2085;measured
Haarenstraße (Ost), Oldenburg;2025-01-09 00:00:00 +0100;Thursday;5579;2;snow;;2654;2925;5453;126;2594;2859;60;66;2910;1968;942;2669;686;1983;measured
Haarenstraße (Ost), Oldenburg;2025-01-10 00:00:00 +0100;Friday;6448;4;snow;;3132;3316;6291;157;3055;3236;77;80;3298;2288;1010;3150;844;2306;measured
Haarenstraße (Ost), Oldenburg;2025-01-11 00:00:00 +0100;Saturday;12393;3;partly-cloudy-day;;6149;6244;12131;262;6012;6119;137;125;6741;5113;1628;5652;1036;4616;measured
Haarenstraße (Ost), Oldenburg;2025-01-12 00:00:00 +0100;Sunday;2412;4;partly-cloudy-day;;1109;1303;2357;55;1088;1269;21;34;1219;742;477;1193;367;826;measured
Haarenstraße (Ost), Oldenburg;2025-01-13 00:00:00 +0100;Monday;4842;3;partly-cloudy-day;;2317;2525;4717;125;2257;2460;60;65;2466;1756;710;2376;561;1815;measured
Haarenstraße (Ost), Oldenburg;2025-01-14 00:00:00 +0100;Tuesday;5031;5;partly-cloudy-day;;2447;2584;4921;110;2393;2528;54;56;2498;1775;723;2533;672;1861;measured
Haarenstraße (Ost), Oldenburg;2025-01-15 00:00:00 +0100;Wednesday;5535;6;cloudy;;2634;2901;5368;167;2561;2807;73;94;2830;1992;838;2705;642;2063;measured
Haarenstraße (Ost), Oldenburg;2025-01-16 00:00:00 +0100;Thursday;5311;5;cloudy;;2531;2780;5195;116;2470;2725;61;55;2914;1976;938;2397;555;1842;measured
Haarenstraße (Ost), Oldenburg;2025-01-17 00:00:00 +0100;Friday;6376;1;cloudy;;2999;3377;6212;164;2938;3274;61;103;3406;2333;1073;2970;666;2304;measured
Haarenstraße (Ost), Oldenburg;2025-01-18 00:00:00 +0100;Saturday;11622;-1;cloudy;;5437;6185;11378;244;5315;6063;122;122;6148;4612;1536;5474;825;4649;measured
Haarenstraße (Ost), Oldenburg;2025-01-19 00:00:00 +0100;Sunday;2041;-1;cloudy;;990;1051;1982;59;958;1024;32;27;1009;645;364;1032;345;687;measured
Haarenstraße (Ost), Oldenburg;2025-01-20 00:00:00 +0100;Monday;4578;-1;cloudy;;2221;2357;4438;140;2153;2285;68;72;2517;1675;842;2061;546;1515;measured
Haarenstraße (Ost), Oldenburg;2025-01-21 00:00:00 +0100;Tuesday;4797;-1;cloudy;;2322;2475;4667;130;2269;2398;53;77;2508;1726;782;2289;596;1693;measured
Haarenstraße (Ost), Oldenburg;2025-01-22 00:00:00 +0100;Wednesday;5290;3;rain;;2586;2704;5132;158;2495;2637;91;67;2835;1994;841;2455;592;1863;measured
Haarenstraße (Ost), Oldenburg;2025-01-23 00:00:00 +0100;Thursday;5097;6;rain;;2514;2583;4960;137;2437;2523;77;60;2676;1867;809;2421;647;1774;measured
Haarenstraße (Ost), Oldenburg;2025-01-24 00:00:00 +0100;Friday;6192;9;rain;;2929;3263;6058;134;2864;3194;65;69;3193;2126;1067;2999;803;2196;measured
Haarenstraße (Ost), Oldenburg;2025-01-25 00:00:00 +0100;Saturday;11137;8;rain;;5524;5613;10876;261;5379;5497;145;116;6197;4600;1597;4940;924;4016;measured
Haarenstraße (Ost), Oldenburg;2025-01-26 00:00:00 +0100;Sunday;2127;5;rain;;948;1179;2082;45;927;1155;21;24;1091;641;450;1036;307;729;measured
Haarenstraße (Ost), Oldenburg;2025-01-27 00:00:00 +0100;Monday;5355;12;rain;;2568;2787;5179;176;2482;2697;86;90;2947;1990;957;2408;578;1830;measured
Haarenstraße (Ost), Oldenburg;2025-01-28 00:00:00 +0100;Tuesday;5488;10;rain;;2640;2848;5311;177;2547;2764;93;84;2916;2060;856;2572;580;1992;measured
Haarenstraße (Ost), Oldenburg;2025-01-29 00:00:00 +0100;Wednesday;4956;8;rain;;2380;2576;4851;105;2330;2521;50;55;2448;1730;718;2508;650;1858;measured
Haarenstraße (Ost), Oldenburg;2025-01-30 00:00:00 +0100;Thursday;5588;7;rain;;2651;2937;5411;177;2547;2864;104;73;3026;1995;1031;2562;656;1906;measured
Haarenstraße (Ost), Oldenburg;2025-01-31 00:00:00 +0100;Friday;8408;7;rain;;3997;4411;8170;238;3884;4286;113;125;4380;3176;1204;4028;821;3207;measured
Haarenstraße (Ost), Oldenburg;2025-02-01 00:00:00 +0100;Saturday;12264;2;cloudy;;5918;6346;12020;244;5816;6204;102;142;6465;4839;1626;5799;1079;4720;measured
Haarenstraße (Ost), Oldenburg;2025-02-02 00:00:00 +0100;Sunday;2394;1;rain;;1053;1341;2334;60;1029;1305;24;36;1213;724;489;1181;329;852;mixed
Haarenstraße (Ost), Oldenburg;2025-02-03 00:00:00 +0100;Monday;6261;4;partly-cloudy-day;;3068;3193;6035;226;2952;3083;116;110;3458;2454;1004;2803;614;2189;measured
Haarenstraße (Ost), Oldenburg;2025-02-04 00:00:00 +0100;Tuesday;5956;3;partly-cloudy-day;;2880;3076;5779;177;2792;2987;88;89;3289;2216;1073;2667;664;2003;measured
Haarenstraße (Ost), Oldenburg;2025-02-05 00:00:00 +0100;Wednesday;5643;7;rain;;2787;2856;5471;172;2691;2780;96;76;3001;2167;834;2642;620;2022;measured
Haarenstraße (Ost), Oldenburg;2025-02-06 00:00:00 +0100;Thursday;5303;6;partly-cloudy-day;;2591;2712;5139;164;2515;2624;76;88;2755;1954;801;2548;637;1911;measured
Haarenstraße (Ost), Oldenburg;2025-02-07 00:00:00 +0100;Friday;6154;3;cloudy;;3031;3123;5998;156;2940;3058;91;65;3199;2288;911;2955;743;2212;measured
Haarenstraße (Ost), Oldenburg;2025-02-08 00:00:00 +0100;Saturday;10628;5;rain;;5250;5378;10364;264;5113;5251;137;127;5895;4339;1556;4733;911;3822;measured
Haarenstraße (Ost), Oldenburg;2025-02-09 00:00:00 +0100;Sunday;2424;5;partly-cloudy-day;;1127;1297;2367;57;1106;1261;21;36;1252;769;483;1172;358;814;measured
Haarenstraße (Ost), Oldenburg;2025-02-10 00:00:00 +0100;Monday;4919;4;partly-cloudy-day;;2361;2558;4800;119;2306;2494;55;64;2584;1797;787;2335;564;1771;measured
Haarenstraße (Ost), Oldenburg;2025-02-11 00:00:00 +0100;Tuesday;4289;2;snow;;2073;2216;4177;112;2029;2148;44;68;2273;1525;748;2016;548;1468;measured
Haarenstraße (Ost), Oldenburg;2025-02-12 00:00:00 +0100;Wednesday;4917;2;snow;;2413;2504;4816;101;2358;2458;55;46;2618;1812;806;2299;601;1698;measured
Haarenstraße (Ost), Oldenburg;2025-02-13 00:00:00 +0100;Thursday;5368;1;snow;;2647;2721;5261;107;2596;2665;51;56;2808;1912;896;2560;735;1825;measured
Haarenstraße (Ost), Oldenburg;2025-02-14 00:00:00 +0100;Friday;7888;1;cloudy;;3818;4070;7692;196;3719;3973;99;97;4261;2985;1276;3627;833;2794;measured
Haarenstraße (Ost), Oldenburg;2025-02-15 00:00:00 +0100;Saturday;11557;2;partly-cloudy-day;;5635;5922;11251;306;5482;5769;153;153;6110;4604;1506;5447;1031;4416;measured
Haarenstraße (Ost), Oldenburg;2025-02-16 00:00:00 +0100;Sunday;2462;2;partly-cloudy-day;;1168;1294;2411;51;1146;1265;22;29;1212;757;455;1250;411;839;mixed
Haarenstraße (Ost), Oldenburg;2025-02-17 00:00:00 +0100;Monday;5195;2;clear-day;;2519;2676;5050;145;2446;2604;73;72;2688;1925;763;2507;594;1913;measured
Haarenstraße (Ost), Oldenburg;2025-02-18 00:00:00 +0100;Tuesday;5180;2;clear-day;;2535;2645;5035;145;2467;2568;68;77;2727;1937;790;2453;598;1855;measured
Haarenstraße (Ost), Oldenburg;2025-02-19 00:00:00 +0100;Wednesday;5557;5;clear-day;;2742;2815;5416;141;2669;2747;73;68;2836;2006;830;2721;736;1985;measured
Haarenstraße (Ost), Oldenburg;2025-02-20 00:00:00 +0100;Thursday;5381;7;rain;;2640;2741;5233;148;2554;2679;86;62;2758;1958;800;2623;682;1941;measured
Haarenstraße (Ost), Oldenburg;2025-02-21 00:00:00 +0100;Friday;8021;16;rain;;3864;4157;7792;229;3752;4040;112;117;4349;3102;1247;3672;762;2910;measured
Haarenstraße (Ost), Oldenburg;2025-02-22 00:00:00 +0100;Saturday;11681;14;rain;;5711;5970;11323;358;5526;5797;185;173;6246;4671;1575;5435;1040;4395;measured
Haarenstraße (Ost), Oldenburg;2025-02-23 00:00:00 +0100;Sunday;2645;12;rain;;1142;1503;2576;69;1114;1462;28;41;1382;805;577;1263;337;926;measured
Haarenstraße (Ost), Oldenburg;2025-02-24 00:00:00 +0100;Monday;4716;13;rain;;2342;2374;4570;146;2265;2305;77;69;2519;1727;792;2197;615;1582;measured
Haarenstraße (Ost), Oldenburg;2025-02-25 00:00:00 +0100;Tuesday;5481;12;rain;;2608;2873;5306;175;2537;2769;71;104;2702;1935;767;2779;673;2106;measured
Haarenstraße (Ost), Oldenburg;2025-02-26 00:00:00 +0100;Wednesday;5552;9;rain;;2777;2775;5384;168;2693;2691;84;84;2923;2089;834;2629;688;1941;measured
Haarenstraße (Ost), Oldenburg;2025-02-27 00:00:00 +0100;Thursday;5983;8;rain;;2985;2998;5805;178;2878;2927;107;71;3153;2262;891;2830;723;2107;measured
Haarenstraße (Ost), Oldenburg;2025-02-28 00:00:00 +0100;Friday;7341;5;rain;;3575;3766;7173;168;3489;3684;86;82;3828;2740;1088;3513;835;2678;measured
Haarenstraße (Ost), Oldenburg;2025-03-01 00:00:00 +0100;Saturday;12414;6;cloudy;;5994;6420;12133;281;5831;6302;163;118;6650;4910;1740;5764;1084;4680;measured
Haarenstraße (Ost), Oldenburg;2025-03-02 00:00:00 +0100;Sunday;2642;9;partly-cloudy-day;;1229;1413;2576;66;1192;1384;37;29;1369;875;494;1273;354;919;measured
Haarenstraße (Ost), Oldenburg;2025-03-03 00:00:00 +0100;Monday;5538;10;partly-cloudy-day;;2688;2850;5381;157;2611;2770;77;80;2802;1962;840;2736;726;2010;measured
Haarenstraße (Ost), Oldenburg;2025-03-04 00:00:00 +0100;Tuesday;5672;11;partly-cloudy-day;;2799;2873;5481;191;2709;2772;90;101;3045;2156;889;2627;643;1984;measured
Haarenstraße (Ost), Oldenburg;2025-03-05 00:00:00 +0100;Wednesday;5840;15;clear-day;;2842;2998;5646;194;2738;2908;104;90;3103;2190;913;2737;652;2085;measured
Haarenstraße (Ost), Oldenburg;2025-03-06 00:00:00 +0100;Thursday;5937;17;clear-day;;2964;2973;5710;227;2850;2860;114;113;3170;2280;890;2767;684;2083;measured
Haarenstraße (Ost), Oldenburg;2025-03-07 00:00:00 +0100;Friday;8061;19;clear-day;;3934;4127;7769;292;3790;3979;144;148;4401;3163;1238;3660;771;2889;measured
Haarenstraße (Ost), Oldenburg;2025-03-08 00:00:00 +0100;Saturday;13604;18;partly-cloudy-day;;6940;6664;13161;443;6710;6451;230;213;7555;5796;1759;6049;1144;4905;measured
Haarenstraße (Ost), Oldenburg;2025-03-09 00:00:00 +0100;Sunday;2847;17;partly-cloudy-day;;1405;1442;2769;78;1366;1403;39;39;1508;976;532;1339;429;910;measured
Haarenstraße (Ost), Oldenburg;2025-03-10 00:00:00 +0100;Monday;6075;13;partly-cloudy-day;;3033;3042;5849;226;2932;2917;101;125;3272;2278;994;2803;755;2048;measured
Haarenstraße (Ost), Oldenburg;2025-03-11 00:00:00 +0100;Tuesday;5232;6;partly-cloudy-day;;2509;2723;5051;181;2407;2644;102;79;2844;1922;922;2388;587;1801;measured
Haarenstraße (Ost), Oldenburg;2025-03-12 00:00:00 +0100;Wednesday;5455;8;rain;;2465;2990;5278;177;2377;2901;88;89;2800;1847;953;2655;618;2037;measured
Haarenstraße (Ost), Oldenburg;2025-03-13 00:00:00 +0100;Thursday;5795;7;partly-cloudy-day;;2792;3003;5621;174;2695;2926;97;77;3110;2126;984;2685;666;2019;measured
Haarenstraße (Ost), Oldenburg;2025-03-14 00:00:00 +0100;Friday;7484;6;snow;;3670;3814;7266;218;3580;3686;90;128;4265;2904;1361;3219;766;2453;measured
Haarenstraße (Ost), Oldenburg;2025-03-15 00:00:00 +0100;Saturday;12580;7;partly-cloudy-day;;6107;6473;12249;331;5932;6317;175;156;6539;4978;1561;6041;1129;4912;measured
Haarenstraße (Ost), Oldenburg;2025-03-16 00:00:00 +0100;Sunday;2186;8;rain;;1021;1165;2123;63;996;1127;25;38;1134;683;451;1052;338;714;measured
Haarenstraße (Ost), Oldenburg;2025-03-17 00:00:00 +0100;Monday;5846;8;clear-day;;2876;2970;5673;173;2783;2890;93;80;3190;2250;940;2656;626;2030;measured
Haarenstraße (Ost), Oldenburg;2025-03-18 00:00:00 +0100;Tuesday;5612;10;clear-day;;2728;2884;5433;179;2642;2791;86;93;3042;2096;946;2570;632;1938;measured
Haarenstraße (Ost), Oldenburg;2025-03-19 00:00:00 +0100;Wednesday;6089;15;clear-day;;2887;3202;5863;226;2767;3096;120;106;3194;2244;950;2895;643;2252;measured
Haarenstraße (Ost), Oldenburg;2025-03-20 00:00:00 +0100;Thursday;6911;19;partly-cloudy-day;;3289;3622;6432;479;3170;3262;119;360;3553;2521;1032;3358;768;2590;measured
Haarenstraße (Ost), Oldenburg;2025-03-21 00:00:00 +0100;Friday;8300;20;clear-day;;4088;4212;7993;307;3942;4051;146;161;4578;3251;1327;3722;837;2885;measured
Haarenstraße (Ost), Oldenburg;2025-03-22 00:00:00 +0100;Saturday;11754;18;clear-day;;5519;6235;11386;368;5341;6045;178;190;6198;4507;1691;5556;1012;4544;measured
Haarenstraße (Ost), Oldenburg;2025-03-23 00:00:00 +0100;Sunday;2716;16;rain;;1181;1535;2645;71;1143;1502;38;33;1359;783;576;1357;398;959;measured
Haarenstraße (Ost), Oldenburg;2025-03-24 00:00:00 +0100;Monday;5984;16;rain;;2939;3045;5773;211;2829;2944;110;101;3364;2249;1115;2620;690;1930;measured
Haarenstraße (Ost), Oldenburg;2025-03-25 00:00:00 +0100;Tuesday;5783;12;rain;;2859;2924;5591;192;2768;2823;91;101;3259;2229;1030;2524;630;1894;measured
Haarenstraße (Ost), Oldenburg;2025-03-26 00:00:00 +0100;Wednesday;5781;10;cloudy;;2825;2956;5618;163;2737;2881;88;75;3122;2168;954;2659;657;2002;measured
Haarenstraße (Ost), Oldenburg;2025-03-27 00:00:00 +0100;Thursday;6670;15;clear-day;;3120;3550;6365;305;2973;3392;147;158;3641;2401;1240;3029;719;2310;measured
Haarenstraße (Ost), Oldenburg;2025-03-28 00:00:00 +0100;Friday;8315;18;clear-day;;4055;4260;8004;311;3902;4102;153;158;4600;3267;1333;3715;788;2927;measured
Haarenstraße (Ost), Oldenburg;2025-03-29 00:00:00 +0100;Saturday;11559;14;partly-cloudy-day;;5452;6107;11146;413;5252;5894;200;213;6173;4484;1689;5386;968;4418;measured
Haarenstraße (Ost), Oldenburg;2025-03-30 00:00:00 +0100;Sunday;1912;10;rain;;863;1049;1880;32;846;1034;17;15;911;529;382;1001;334;667;measured
Haarenstraße (Ost), Oldenburg;2025-03-31 00:00:00 +0200;Monday;5702;11;rain;;2736;2966;5520;182;2652;2868;84;98;3021;2126;895;2681;610;2071;measured
Haarenstraße (Ost), Oldenburg;2025-04-01 00:00:00 +0200;Tuesday;6037;14;partly-cloudy-day;;2834;3203;5811;226;2733;3078;101;125;3121;2186;935;2916;648;2268;measured
Haarenstraße (Ost), Oldenburg;2025-04-02 00:00:00 +0200;Wednesday;6293;17;clear-day;;2987;3306;6035;258;2876;3159;111;147;3304;2256;1048;2989;731;2258;measured
Haarenstraße (Ost), Oldenburg;2025-04-03 00:00:00 +0200;Thursday;6935;20;clear-day;;3266;3669;6648;287;3125;3523;141;146;3670;2541;1129;3265;725;2540;measured
Haarenstraße (Ost), Oldenburg;2025-04-04 00:00:00 +0200;Friday;8357;21;clear-day;;3927;4430;8003;354;3773;4230;154;200;4456;3051;1405;3901;876;3025;measured
Haarenstraße (Ost), Oldenburg;2025-04-05 00:00:00 +0200;Saturday;10221;13;clear-day;;4870;5351;9899;322;4705;5194;165;157;5536;4029;1507;4685;841;3844;measured
Haarenstraße (Ost), Oldenburg;2025-04-06 00:00:00 +0200;Sunday;7283;11;clear-day;;3364;3919;7059;224;3273;3786;91;133;3624;2698;926;3659;666;2993;measured
Haarenstraße (Ost), Oldenburg;2025-04-07 00:00:00 +0200;Monday;5546;13;clear-day;;2530;3016;5324;222;2437;2887;93;129;2663;1810;853;2883;720;2163;measured
Haarenstraße (Ost), Oldenburg;2025-04-08 00:00:00 +0200;Tuesday;6019;15;partly-cloudy-day;;2840;3179;5765;254;2728;3037;112;142;2961;2086;875;3058;754;2304;measured
Haarenstraße (Ost), Oldenburg;2025-04-09 00:00:00 +0200;Wednesday;6528;9;cloudy;;3199;3329;6116;412;2947;3169;252;160;3552;2384;1168;2976;815;2161;measured
Haarenstraße (Ost), Oldenburg;2025-04-10 00:00:00 +0200;Thursday;6461;14;partly-cloudy-day;;3095;3366;6213;248;2977;3236;118;130;3511;2399;1112;2950;696;2254;measured
Haarenstraße (Ost), Oldenburg;2025-04-11 00:00:00 +0200;Friday;12;18;partly-cloudy-day;;4;8;12;0;4;8;0;0;7;2;5;5;2;3;measured
Haarenstraße (Ost), Oldenburg;2025-04-11 00:00:00 +0200;Friday;7009;;;;3344;3665;6752;257;3224;3528;120;137;3788;2694;1094;3221;650;2571;measured
Haarenstraße (Ost), Oldenburg;2025-04-12 00:00:00 +0200;Saturday;9941;20;partly-cloudy-day;;4129;5812;9571;370;3992;5579;137;233;4715;3143;1572;5226;986;4240;measured
Haarenstraße (Ost), Oldenburg;2025-04-13 00:00:00 +0200;Sunday;2153;19;rain;;931;1222;2087;66;889;1198;42;24;1083;639;444;1070;292;778;measured
Haarenstraße (Ost), Oldenburg;2025-04-14 00:00:00 +0200;Monday;6325;18;rain;;2957;3368;6050;275;2834;3216;123;152;3163;2175;988;3162;782;2380;measured
Haarenstraße (Ost), Oldenburg;2025-04-15 00:00:00 +0200;Tuesday;7416;24;rain;;3461;3955;7079;337;3314;3765;147;190;4027;2759;1268;3389;702;2687;measured
Haarenstraße (Ost), Oldenburg;2025-04-16 00:00:00 +0200;Wednesday;7873;21;rain;;3494;4379;7428;445;3327;4101;167;278;3655;2521;1134;4218;973;3245;measured
Haarenstraße (Ost), Oldenburg;2025-04-17 00:00:00 +0200;Thursday;8069;11;rain;;3981;4088;7732;337;3830;3902;151;186;4374;3124;1250;3695;857;2838;measured
Haarenstraße (Ost), Oldenburg;2025-04-18 00:00:00 +0200;Friday;2078;10;rain;;874;1204;2019;59;849;1170;25;34;1076;566;510;1002;308;694;measured
Haarenstraße (Ost), Oldenburg;2025-04-19 00:00:00 +0200;Saturday;12050;14;partly-cloudy-day;;5701;6349;11682;368;5528;6154;173;195;6396;4779;1617;5654;922;4732;measured
Haarenstraße (Ost), Oldenburg;2025-04-20 00:00:00 +0200;Sunday;2077;16;partly-cloudy-day;;918;1159;2029;48;895;1134;23;25;1088;575;513;989;343;646;mixed
Haarenstraße (Ost), Oldenburg;2025-04-21 00:00:00 +0200;Monday;2252;16;rain;;1004;1248;2165;87;968;1197;36;51;1129;670;459;1123;334;789;measured
Haarenstraße (Ost), Oldenburg;2025-04-22 00:00:00 +0200;Tuesday;6765;15;rain;;3347;3418;6471;294;3206;3265;141;153;3716;2554;1162;3049;793;2256;measured
Haarenstraße (Ost), Oldenburg;2025-04-23 00:00:00 +0200;Wednesday;6738;17;rain;;3403;3335;6476;262;3270;3206;133;129;3808;2660;1148;2930;743;2187;measured
Haarenstraße (Ost), Oldenburg;2025-04-24 00:00:00 +0200;Thursday;6709;16;rain;;3238;3471;6484;225;3126;3358;112;113;3675;2561;1114;3034;677;2357;measured
Haarenstraße (Ost), Oldenburg;2025-04-25 00:00:00 +0200;Friday;8691;15;partly-cloudy-day;;4245;4446;8406;285;4095;4311;150;135;4703;3271;1432;3988;974;3014;measured
Haarenstraße (Ost), Oldenburg;2025-04-26 00:00:00 +0200;Saturday;11029;18;partly-cloudy-day;;5169;5860;10594;435;4956;5638;213;222;5859;4224;1635;5170;945;4225;measured
Haarenstraße (Ost), Oldenburg;2025-04-27 00:00:00 +0200;Sunday;2613;18;clear-day;;1194;1419;2490;123;1154;1336;40;83;1309;782;527;1304;412;892;measured
Haarenstraße (Ost), Oldenburg;2025-04-28 00:00:00 +0200;Monday;5069;21;partly-cloudy-day;;2098;2971;4857;212;2011;2846;87;125;2324;1430;894;2745;668;2077;measured
Haarenstraße (Ost), Oldenburg;2025-04-29 00:00:00 +0200;Tuesday;6641;21;partly-cloudy-day;;3107;3534;6322;319;2992;3330;115;204;3360;2259;1101;3281;848;2433;measured
Haarenstraße (Ost), Oldenburg;2025-04-30 00:00:00 +0200;Wednesday;7928;23;partly-cloudy-day;;3726;4202;7571;357;3569;4002;157;200;3881;2769;1112;4047;957;3090;measured
Haarenstraße (Ost), Oldenburg;2025-05-01 00:00:00 +0200;Thursday;2972;27;partly-cloudy-day;;1249;1723;2839;133;1197;1642;52;81;1434;811;623;1538;438;1100;measured
Haarenstraße (Ost), Oldenburg;2025-05-02 00:00:00 +0200;Friday;8653;24;partly-cloudy-day;;4099;4554;8317;336;3944;4373;155;181;4607;3254;1353;4046;845;3201;measured
Haarenstraße (Ost), Oldenburg;2025-05-03 00:00:00 +0200;Saturday;10788;17;rain;;5077;5711;10359;429;4894;5465;183;246;5573;4149;1424;5215;928;4287;measured
Haarenstraße (Ost), Oldenburg;2025-05-04 00:00:00 +0200;Sunday;1844;12;partly-cloudy-day;;801;1043;1802;42;781;1021;20;22;987;526;461;857;275;582;measured
Haarenstraße (Ost), Oldenburg;2025-05-05 00:00:00 +0200;Monday;5602;14;partly-cloudy-day;;2711;2891;5396;206;2619;2777;92;114;2722;1911;811;2880;800;2080;measured
Haarenstraße (Ost), Oldenburg;2025-05-06 00:00:00 +0200;Tuesday;5784;14;rain;;2758;3026;5542;242;2658;2884;100;142;2033;1306;727;3751;1452;2299;measured
Haarenstraße (Ost), Oldenburg;2025-05-07 00:00:00 +0200;Wednesday;6652;18;partly-cloudy-day;;3162;3490;6389;263;3036;3353;126;137;2248;1569;679;4404;1593;2811;measured
Haarenstraße (Ost), Oldenburg;2025-05-08 00:00:00 +0200;Thursday;6419;17;partly-cloudy-day;;3150;3269;6097;322;3002;3095;148;174;2924;2157;767;3495;993;2502;measured
Haarenstraße (Ost), Oldenburg;2025-05-09 00:00:00 +0200;Friday;7994;20;partly-cloudy-day;;3740;4254;7657;337;3570;4087;170;167;3980;2790;1190;4014;950;3064;measured
Haarenstraße (Ost), Oldenburg;2025-05-10 00:00:00 +0200;Saturday;11140;20;partly-cloudy-day;;5259;5881;10727;413;5065;5662;194;219;5860;4359;1501;5280;900;4380;measured
Haarenstraße (Ost), Oldenburg;2025-05-11 00:00:00 +0200;Sunday;2523;22;clear-day;;1165;1358;2427;96;1117;1310;48;48;1283;773;510;1240;392;848;measured
Haarenstraße (Ost), Oldenburg;2025-05-12 00:00:00 +0200;Monday;5327;19;clear-day;;2463;2864;5088;239;2352;2736;111;128;2670;1804;866;2657;659;1998;measured
Haarenstraße (Ost), Oldenburg;2025-05-13 00:00:00 +0200;Tuesday;5331;22;clear-day;;2511;2820;5075;256;2379;2696;132;124;2659;1853;806;2672;658;2014;measured
Haarenstraße (Ost), Oldenburg;2025-05-14 00:00:00 +0200;Wednesday;5844;18;partly-cloudy-day;;2723;3121;5514;330;2590;2924;133;197;3007;2066;941;2837;657;2180;measured
Haarenstraße (Ost), Oldenburg;2025-05-15 00:00:00 +0200;Thursday;5471;18;partly-cloudy-day;;2484;2987;5238;233;2397;2841;87;146;2724;1866;858;2747;618;2129;measured
Haarenstraße (Ost), Oldenburg;2025-05-16 00:00:00 +0200;Friday;7138;16;partly-cloudy-day;;3306;3832;6874;264;3193;3681;113;151;3539;2515;1024;3599;791;2808;measured
Haarenstraße (Ost), Oldenburg;2025-05-17 00:00:00 +0200;Saturday;9220;19;rain;;3968;5252;8836;384;3778;5058;190;194;4427;3007;1420;4793;961;3832;measured
Haarenstraße (Ost), Oldenburg;2025-05-18 00:00:00 +0200;Sunday;2282;18;partly-cloudy-day;;1036;1246;2185;97;993;1192;43;54;1175;718;457;1107;318;789;measured
Haarenstraße (Ost), Oldenburg;2025-05-19 00:00:00 +0200;Monday;5017;20;partly-cloudy-day;;2359;2658;4816;201;2254;2562;105;96;2571;1751;820;2446;608;1838;measured
Haarenstraße (Ost), Oldenburg;2025-05-20 00:00:00 +0200;Tuesday;5814;22;partly-cloudy-day;;2715;3099;5554;260;2590;2964;125;135;2846;2007;839;2968;708;2260;measured
